id,album_id,library,folder,action,proposed_value,confidence,risk,reason,approval
ACT-000921,ALB-96B000B0,CONTEMPORARY,/data/Music/CONTEMPORARY/Saint Germain/F-COM Live and Rare 2,ADD_ALBUMARTIST,Saint Germain,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000922,ALB-9B0B9572,CONTEMPORARY,/data/Music/CONTEMPORARY/Saint Germain/Saint Germain div,ADD_ALBUMARTIST,Saint Germain,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000923,ALB-5D808DB8,CONTEMPORARY,/data/Music/CONTEMPORARY/Santessa/Nowhere MCD,ADD_ALBUMARTIST,Santessa,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000924,ALB-99A1E2FD,CONTEMPORARY,/data/Music/CONTEMPORARY/Sea Wolf/New Moon Soundtrack,ADD_ALBUMARTIST,Sea Wolf,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000925,ALB-0D7739E0,CONTEMPORARY,/data/Music/CONTEMPORARY/Sean Kingston/Battousai,ADD_ALBUMARTIST,"Sean Kingston Ft. Fabolous, AC, Stat Quo, Emcee English, Colli Buddz, Sheek Louch & Ben E King",HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000926,ALB-2B08B20D,CONTEMPORARY,/data/Music/CONTEMPORARY/Sean Kingston/DJ White Owl-RnB Vol 40,ADD_ALBUMARTIST,Sean Kingston,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000927,ALB-497D9BE0,CONTEMPORARY,/data/Music/CONTEMPORARY/Sean Kingston/hopsmp3thing.com,ADD_ALBUMARTIST,Sean Kingston,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000928,ALB-EACD1A93,CONTEMPORARY,/data/Music/CONTEMPORARY/Sean Kingston/Sean Kingston,ADD_ALBUMARTIST,Sean Kingston,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000929,ALB-34123DDC,CONTEMPORARY,/data/Music/CONTEMPORARY/Sean Kingston/UK TOP40 Single Charts,ADD_ALBUMARTIST,Sean Kingston and Justin Bieber,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000930,ALB-5CB568E3,CONTEMPORARY,/data/Music/CONTEMPORARY/Serge Gainsbourg/Le Zénith De Gainsbourg,ADD_ALBUMARTIST,Serge Gainsbourg,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000931,ALB-F780AC5E,CONTEMPORARY,/data/Music/CONTEMPORARY/Serge Gainsbourg/Mauvaises Nouvelles Des Etoiles,ADD_ALBUMARTIST,Serge Gainsbourg,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000932,ALB-E8847136,CONTEMPORARY,/data/Music/CONTEMPORARY/Serge Gainsbourg/Mauvaises nouvelles des étoiles - Version Dub,ADD_ALBUMARTIST,Serge Gainsbourg,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000933,ALB-86BF8804,CONTEMPORARY,/data/Music/CONTEMPORARY/Serge Gainsbourg/Rendez Vous à Saint Germain des Prés,ADD_ALBUMARTIST,Serge Gainsbourg,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000934,ALB-CC73DB85,CONTEMPORARY,/data/Music/CONTEMPORARY/Shaggy/Billboard Hits - 1995 - Disk 1,ADD_ALBUMARTIST,Shaggy,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000935,ALB-28C4B680,CONTEMPORARY,/data/Music/CONTEMPORARY/Shaggy/Now That's What I Call Music 6,ADD_ALBUMARTIST,Shaggy,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000936,ALB-170CC1CC,CONTEMPORARY,/data/Music/CONTEMPORARY/Shaggy/Prince Mydas,ADD_ALBUMARTIST,Shaggy,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000937,ALB-CAEED703,CONTEMPORARY,/data/Music/CONTEMPORARY/Shaggy/Speed 2_ Cruise Control,ADD_ALBUMARTIST,Shaggy,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000938,ALB-892B97F2,CONTEMPORARY,/data/Music/CONTEMPORARY/Sheryl Crow/Billboard Top 100 Hits Of 2002,ADD_ALBUMARTIST,Sheryl Crow,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000939,ALB-CCDA53CE,CONTEMPORARY,/data/Music/CONTEMPORARY/Sheryl Crow/Billboard Top 100 of 2004,ADD_ALBUMARTIST,Sheryl Crow,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000940,ALB-605A8051,CONTEMPORARY,/data/Music/CONTEMPORARY/Sheryl Crow/KBCO Studio C Volume 7,ADD_ALBUMARTIST,Sheryl Crow,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000941,ALB-B961AD46,CONTEMPORARY,/data/Music/CONTEMPORARY/Sheryl Crow/KBCO Studio C Volume 9,ADD_ALBUMARTIST,Sheryl Crow,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000942,ALB-6419721C,CONTEMPORARY,/data/Music/CONTEMPORARY/Sheryl Crow/Now That What I Call Music 36,ADD_ALBUMARTIST,Sheryl Crow,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000943,ALB-7717ADA8,CONTEMPORARY,/data/Music/CONTEMPORARY/Sheryl Crow/Now Thats What I Call Music 35,ADD_ALBUMARTIST,Sheryl Crow,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000944,ALB-3D716742,CONTEMPORARY,/data/Music/CONTEMPORARY/Sheryl Crow/Sheryl Crow,ADD_ALBUMARTIST,Sheryl Crow,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000945,ALB-D5BA56EB,CONTEMPORARY,/data/Music/CONTEMPORARY/Sheryl Crow/Sheryl Crow and Friends_ Live in Central Park,ADD_ALBUMARTIST,Sheryl Crow,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000946,ALB-C977EB65,CONTEMPORARY,/data/Music/CONTEMPORARY/Sheryl Crow/The Very Best Of,ADD_ALBUMARTIST,Sheryl Crow,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000947,ALB-3256478C,CONTEMPORARY,/data/Music/CONTEMPORARY/Sia/Bia2voice Single,ADD_ALBUMARTIST,Sia,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000948,ALB-C85C6438,CONTEMPORARY,/data/Music/CONTEMPORARY/Sia/Lady Croissant [Live],ADD_ALBUMARTIST,Sia Furler,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000949,ALB-C7BAF15C,CONTEMPORARY,/data/Music/CONTEMPORARY/Sia/The Girl You Lost,ADD_ALBUMARTIST,Sia Furler,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000950,ALB-0CC48CF6,CONTEMPORARY,/data/Music/CONTEMPORARY/Simon and Garfunkel/Bridge Over Troubled Water,ADD_ALBUMARTIST,Simon & Garfunkel,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000951,ALB-41443458,CONTEMPORARY,/data/Music/CONTEMPORARY/Simon and Garfunkel/Forrest Gump (Disc 1),ADD_ALBUMARTIST,Simon & Garfunkel,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000952,ALB-10FC4DE8,CONTEMPORARY,/data/Music/CONTEMPORARY/Simon and Garfunkel/Forrest Gump [Original Soundtrack] (1 of 2),ADD_ALBUMARTIST,Simon & Garfunkel,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000953,ALB-13FEC07A,CONTEMPORARY,/data/Music/CONTEMPORARY/Simon and Garfunkel/Garden State,ADD_ALBUMARTIST,Simon & Garfunkel,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000954,ALB-D650F40C,CONTEMPORARY,/data/Music/CONTEMPORARY/Simon and Garfunkel/The Best of Simon & Garfunkel,ADD_ALBUMARTIST,Simon & Garfunkel,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000955,ALB-B387F34A,CONTEMPORARY,/data/Music/CONTEMPORARY/Simple Minds/1985,ADD_ALBUMARTIST,Simple Minds,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000956,ALB-BB389B28,CONTEMPORARY,/data/Music/CONTEMPORARY/Simple Minds/1989,ADD_ALBUMARTIST,Simple Minds,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000957,ALB-76EC1E4C,CONTEMPORARY,/data/Music/CONTEMPORARY/Simple Minds/Billboard Top 100 of 1985,ADD_ALBUMARTIST,Simple Minds,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000958,ALB-F9FDF518,CONTEMPORARY,/data/Music/CONTEMPORARY/Simple Minds/Billboard Top 100 of 1986,ADD_ALBUMARTIST,Simple Minds,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000959,ALB-E2A7494F,CONTEMPORARY,/data/Music/CONTEMPORARY/Simple Minds/Don't You (Forget About Me),ADD_ALBUMARTIST,Simple Minds,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000960,ALB-8A0BC335,CONTEMPORARY,/data/Music/CONTEMPORARY/Simple Minds/Highlands,ADD_ALBUMARTIST,Simple Minds,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000961,ALB-4BD00189,CONTEMPORARY,/data/Music/CONTEMPORARY/Sinéad O'Connor/1990 Top 100,ADD_ALBUMARTIST,Sinead O'Connor,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000962,ALB-225B4C98,CONTEMPORARY,/data/Music/CONTEMPORARY/Sinéad O'Connor/Billboard Top 100 of 1990,ADD_ALBUMARTIST,Sinead O'Connor,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000963,ALB-36743D32,CONTEMPORARY,/data/Music/CONTEMPORARY/Sinéad O'Connor/Highlands,ADD_ALBUMARTIST,Sinead O Connor,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000964,ALB-FAE5E2AF,CONTEMPORARY,/data/Music/CONTEMPORARY/Sinéad O'Connor/Long Journey Home,ADD_ALBUMARTIST,Sinéad O'Connor,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000965,ALB-1717BD2C,CONTEMPORARY,/data/Music/CONTEMPORARY/Sinéad O'Connor/Tears of Stone,ADD_ALBUMARTIST,Sinéad O'Connor / The Chieftains,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000966,ALB-3E8C6DF1,CONTEMPORARY,"/data/Music/CONTEMPORARY/Smashing Pumpkins/Mellon Collie, Disk 2",ADD_ALBUMARTIST,The Smashing Pumpkins,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000967,ALB-BD042060,CONTEMPORARY,/data/Music/CONTEMPORARY/Smoke City/Summer Chill Classics [Disc 2],ADD_ALBUMARTIST,Smoke City,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000968,ALB-1C08F0E9,CONTEMPORARY,/data/Music/CONTEMPORARY/Sneaker Pimps/Chilled,ADD_ALBUMARTIST,Sneaker Pimps,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000969,ALB-5516A154,CONTEMPORARY,/data/Music/CONTEMPORARY/Sneaker Pimps/Cilled ll  cd 1,ADD_ALBUMARTIST,Sneaker Pimps 6 Underground,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000970,ALB-54429080,CONTEMPORARY,/data/Music/CONTEMPORARY/Soft Cell/1981,ADD_ALBUMARTIST,Soft Cell,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000971,ALB-5169A493,CONTEMPORARY,/data/Music/CONTEMPORARY/Soft Cell/Billboard Top 100 of 1982,ADD_ALBUMARTIST,Soft Cell,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000972,ALB-FAF9AC77,CONTEMPORARY,/data/Music/CONTEMPORARY/Something For Everybody,ADD_ALBUMARTIST,Tara Morice,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000973,ALB-D0073A87,CONTEMPORARY,/data/Music/CONTEMPORARY/Sonique/Sky,ADD_ALBUMARTIST,Sonique,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000974,ALB-125D988D,CONTEMPORARY,/data/Music/CONTEMPORARY/spa music/The Spa Music Collection Cd3,ADD_ALBUMARTIST,spa music,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000975,ALB-EAE23D9B,CONTEMPORARY,/data/Music/CONTEMPORARY/Spandau Ballet/1981,ADD_ALBUMARTIST,Spandau Ballet,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000976,ALB-870F5562,CONTEMPORARY,/data/Music/CONTEMPORARY/Spandau Ballet/1983,ADD_ALBUMARTIST,Spandau Ballet,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000977,ALB-5B32EC28,CONTEMPORARY,/data/Music/CONTEMPORARY/Spandau Ballet/Billboard Top 100 of 1983,ADD_ALBUMARTIST,Spandau Ballet,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000978,ALB-1208EC6D,CONTEMPORARY,/data/Music/CONTEMPORARY/Spandau Ballet/Rock Super Stars Vol. 2,ADD_ALBUMARTIST,Spandau Ballet,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000979,ALB-B6997C06,CONTEMPORARY,/data/Music/CONTEMPORARY/Spice Girls/New Hits 99,ADD_ALBUMARTIST,Spice Girls,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000980,ALB-D57906B9,CONTEMPORARY,/data/Music/CONTEMPORARY/Spice Girls/Now Thats What I Call Music 35,ADD_ALBUMARTIST,Spice Girls,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000981,ALB-9FEE3DC8,CONTEMPORARY,/data/Music/CONTEMPORARY/Spice Girls/Now Thats What I Call Music 36,ADD_ALBUMARTIST,Spice Girls,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000982,ALB-5DB03B25,CONTEMPORARY,/data/Music/CONTEMPORARY/St Germain/Acid Jazz Album-mixed,ADD_ALBUMARTIST,"St Germain, Osibasa, Us3, Jamiroquai, Pachtworks, Gotan Project, Paolo Conte, Mark Farina & Others",HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000983,ALB-99E78B14,CONTEMPORARY,/data/Music/CONTEMPORARY/St Germain/Cilled ll  cd 1,ADD_ALBUMARTIST,St Germain Dun Experience,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000984,ALB-174C0AF2,CONTEMPORARY,/data/Music/CONTEMPORARY/Stan Getz/A Night Out With Verve - Disc 2 - Dining,ADD_ALBUMARTIST,Stan Getz & Bill Evans,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000985,ALB-36C33E9B,CONTEMPORARY,/data/Music/CONTEMPORARY/Stan Getz/A Night Out With Verve - Disc 3 - Dancing,ADD_ALBUMARTIST,Stan Getz & Luiz Bonfa,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000986,ALB-CC4B3148,CONTEMPORARY,/data/Music/CONTEMPORARY/Stan Getz/Award Winner_ Stan Getz,ADD_ALBUMARTIST,Stan Getz,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000987,ALB-E2A13C8F,CONTEMPORARY,/data/Music/CONTEMPORARY/Stan Getz/cd1,ADD_ALBUMARTIST,Stan Getz,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000988,ALB-CC9A6B96,CONTEMPORARY,/data/Music/CONTEMPORARY/Stan Getz/cd3,ADD_ALBUMARTIST,Stan Getz,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000989,ALB-F86FDCFB,CONTEMPORARY,/data/Music/CONTEMPORARY/Stan Getz/Compact Jazz,ADD_ALBUMARTIST,Stan Getz,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000990,ALB-B73D77DE,CONTEMPORARY,/data/Music/CONTEMPORARY/Stan Getz/Compact Jazz_ Stan Getz,ADD_ALBUMARTIST,Stan Getz,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000991,ALB-27C6E3BB,CONTEMPORARY,/data/Music/CONTEMPORARY/Stan Getz/Happy Hour,ADD_ALBUMARTIST,Stan Getz,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000992,ALB-890D9CE1,CONTEMPORARY,/data/Music/CONTEMPORARY/Stan Getz/Napster,ADD_ALBUMARTIST,Stan Getz,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000993,ALB-DAF3218F,CONTEMPORARY,/data/Music/CONTEMPORARY/Stan Getz/Pure Getz,ADD_ALBUMARTIST,Stan Getz,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000994,ALB-63235171,CONTEMPORARY,/data/Music/CONTEMPORARY/Stan Getz/Stan Getz,ADD_ALBUMARTIST,Stan Getz,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000995,ALB-DD5BA48B,CONTEMPORARY,/data/Music/CONTEMPORARY/Stan Getz/Stan Getz & Bill Evans,ADD_ALBUMARTIST,Stan Getz & Bill Evans,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000996,ALB-E64E4EDD,CONTEMPORARY,/data/Music/CONTEMPORARY/Stan Getz/Ultimate Stan Getz,ADD_ALBUMARTIST,Stan Getz,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000997,ALB-BB34DD92,CONTEMPORARY,/data/Music/CONTEMPORARY/Stan Getz/Utopia,ADD_ALBUMARTIST,Stan Getz,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000998,ALB-834CCA40,CONTEMPORARY,/data/Music/CONTEMPORARY/Stevie Nicks/Billboard Top 100 of 1982,ADD_ALBUMARTIST,Stevie Nicks,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000999,ALB-C68B04B8,CONTEMPORARY,/data/Music/CONTEMPORARY/Stevie Nicks/Billboard Top 100 of 1983,ADD_ALBUMARTIST,Stevie Nicks,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-001000,ALB-5043E743,CONTEMPORARY,/data/Music/CONTEMPORARY/Stevie Nicks/Billboard Top 100 of 1986,ADD_ALBUMARTIST,Stevie Nicks,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-001001,ALB-CF816647,CONTEMPORARY,/data/Music/CONTEMPORARY/Stigmato Inc/Dirty Martini,ADD_ALBUMARTIST,Stigmato Inc,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-001002,ALB-67C05598,CONTEMPORARY,/data/Music/CONTEMPORARY/Stigmato Inc/Hotel Costes 6,ADD_ALBUMARTIST,Stigmato Inc,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-001003,ALB-B5CDD8DF,CONTEMPORARY,/data/Music/CONTEMPORARY/Sting/1993 Top 100,ADD_ALBUMARTIST,Sting,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-001004,ALB-1EB46836,CONTEMPORARY,/data/Music/CONTEMPORARY/Sting/BBTop100,ADD_ALBUMARTIST,Sting,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-001005,ALB-88809579,CONTEMPORARY,/data/Music/CONTEMPORARY/Sting/Billboard Top 100 of 1985,ADD_ALBUMARTIST,Sting,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-001006,ALB-3F60FA8E,CONTEMPORARY,/data/Music/CONTEMPORARY/Sting/Billboard Top 100 of 1988,ADD_ALBUMARTIST,Sting,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-001007,ALB-DADE5196,CONTEMPORARY,/data/Music/CONTEMPORARY/Sting/Soul Cages,ADD_ALBUMARTIST,Sting,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-001008,ALB-B1A39961,CONTEMPORARY,/data/Music/CONTEMPORARY/Sting/The Thomas Crown Affair [1999],ADD_ALBUMARTIST,Sting,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-001009,ALB-9BCF395D,CONTEMPORARY,/data/Music/CONTEMPORARY/Stone Roses/1989,ADD_ALBUMARTIST,Stone Roses,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-001010,ALB-F061BB9F,CONTEMPORARY,/data/Music/CONTEMPORARY/Stranglers/1981,ADD_ALBUMARTIST,Stranglers The,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-001011,ALB-AC4ACFE3,CONTEMPORARY,/data/Music/CONTEMPORARY/Style Council The/1984,ADD_ALBUMARTIST,Style Council The,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-001012,ALB-359524E5,CONTEMPORARY,/data/Music/CONTEMPORARY/Stéphane Pompougnac/Chill Out In Paris 4 - By Stefano Cecchi (San Carlos Dal 1973),ADD_ALBUMARTIST,StÉPhane Pompougnac Feat. ClÉMentine,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-001013,ALB-CAF7DCC2,CONTEMPORARY,/data/Music/CONTEMPORARY/Stéphane Pompougnac/Hotel Costes 11,ADD_ALBUMARTIST,Stephane Pompougnac with Nicole Graham,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-001014,ALB-3B91491E,CONTEMPORARY,/data/Music/CONTEMPORARY/Stéphane Pompougnac/Hotel Costes 6,ADD_ALBUMARTIST,Stephane Pompougnac,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-001015,ALB-9FFBFE0E,CONTEMPORARY,/data/Music/CONTEMPORARY/Stéphane Pompougnac/hotel costes 8,ADD_ALBUMARTIST,stephane pompougnac,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-001016,ALB-D49AA482,CONTEMPORARY,/data/Music/CONTEMPORARY/Stéphane Pompougnac/Hotel Costes 9,ADD_ALBUMARTIST,Stephane Pompougnac,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-001017,ALB-936A3A27,CONTEMPORARY,/data/Music/CONTEMPORARY/Stéphane Pompougnac/Hôtel Costes 8,ADD_ALBUMARTIST,Stéphane Pompougnac,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-001018,ALB-0AF40E5A,CONTEMPORARY,/data/Music/CONTEMPORARY/Suede/Now 35,ADD_ALBUMARTIST,Suede,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-001019,ALB-20FFFBB7,CONTEMPORARY,/data/Music/CONTEMPORARY/Sufjan Stevens/a sun came,ADD_ALBUMARTIST,Sufjan Stevens,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-001020,ALB-E4B013B1,CONTEMPORARY,/data/Music/CONTEMPORARY/Sufjan Stevens/Enjoy Your Rabbit,ADD_ALBUMARTIST,Sufjan Stevens,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-001021,ALB-9187BFEA,CONTEMPORARY,/data/Music/CONTEMPORARY/Sugababes/Now53 CD1,ADD_ALBUMARTIST,Sugababes,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-001022,ALB-594F892E,CONTEMPORARY,/data/Music/CONTEMPORARY/Sugababes/Promo,ADD_ALBUMARTIST,Sugababes,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-001023,ALB-48E9B490,CONTEMPORARY,/data/Music/CONTEMPORARY/Sugababes/Summer Hits 2004 CD 2,ADD_ALBUMARTIST,Sugababes,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-001024,ALB-2071A9D6,CONTEMPORARY,/data/Music/CONTEMPORARY/Sunny Day Real Estate/How It Feels To Be Something On,ADD_ALBUMARTIST,Sunny Day Real Estate,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-001025,ALB-599E47FA,CONTEMPORARY,/data/Music/CONTEMPORARY/Supergrass/Now 43,ADD_ALBUMARTIST,Supergrass,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-001026,ALB-0D8905BA,CONTEMPORARY,/data/Music/CONTEMPORARY/Supergrass/Now53 cd2,ADD_ALBUMARTIST,Supergrass,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-001027,ALB-52D92E45,CONTEMPORARY,/data/Music/CONTEMPORARY/Suzanne Vega/1986,ADD_ALBUMARTIST,Suzanne Vega,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-001028,ALB-BADEAD50,CONTEMPORARY,/data/Music/CONTEMPORARY/Suzanne Vega/Billboard Top 100 of 1987,ADD_ALBUMARTIST,Suzanne Vega,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-001029,ALB-BEABF855,CONTEMPORARY,/data/Music/CONTEMPORARY/Suzanne Vega/KBCO Studio C Volume 8,ADD_ALBUMARTIST,Suzanne Vega,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-001030,ALB-D7A8E802,CONTEMPORARY,/data/Music/CONTEMPORARY/Take That/warm blends,ADD_ALBUMARTIST,Take That,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-001031,ALB-A8BBAD1D,CONTEMPORARY,/data/Music/CONTEMPORARY/The Beatles/1962-1967,ADD_ALBUMARTIST,The Beatles,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-001032,ALB-B6D2591A,CONTEMPORARY,/data/Music/CONTEMPORARY/The Beatles/1967-1970,ADD_ALBUMARTIST,The Beatles,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-001033,ALB-EA809A7E,CONTEMPORARY,/data/Music/CONTEMPORARY/The Beatles/A Hard Day's Night (Remastered),ADD_ALBUMARTIST,The Beatles,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-001034,ALB-1B89E8E4,CONTEMPORARY,/data/Music/CONTEMPORARY/The Beatles/Abbey Road (Remastered),ADD_ALBUMARTIST,The Beatles,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-001035,ALB-AC5397E8,CONTEMPORARY,/data/Music/CONTEMPORARY/The Beatles/Beatles For Sale (Remastered),ADD_ALBUMARTIST,The Beatles,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-001036,ALB-B2333DB7,CONTEMPORARY,/data/Music/CONTEMPORARY/The Beatles/Billboard Top 100 of 1982,ADD_ALBUMARTIST,The Beatles,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-001037,ALB-C9A9E7D1,CONTEMPORARY,/data/Music/CONTEMPORARY/The Beatles/Collection Of Beatles Oldies,ADD_ALBUMARTIST,The Beatles,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
