library,folder,tracks,artist_count,albumartist_count,album_count,date_count,formats
CONTEMPORARY,/data/Music/CONTEMPORARY/Beyonce/I Am...Sasha Fierce,17,2,0,2,1,"m4a,mp3"
CONTEMPORARY,/data/Music/CONTEMPORARY/Beyonce/Unknown Album,9,7,0,0,1,mp3
CONTEMPORARY,/data/Music/CONTEMPORARY/Big 70s Party,44,1,0,1,1,mp3
CONTEMPORARY,/data/Music/CONTEMPORARY/Big Country,17,1,1,1,1,mp3
CONTEMPORARY,/data/Music/CONTEMPORARY/Billie Holiday/A Night Out With Verve - Disc 4 - Romancing,1,1,0,1,1,mp3
CONTEMPORARY,/data/Music/CONTEMPORARY/Billie Holiday/Billie Holiday,1,1,0,1,0,mp3
CONTEMPORARY,/data/Music/CONTEMPORARY/Billie Holiday/Billie's Best,16,1,0,1,0,mp3
CONTEMPORARY,/data/Music/CONTEMPORARY/Billie Holiday/Complete Billie Holiday 1945-1959 - CD04,29,1,0,1,0,mp3
CONTEMPORARY,/data/Music/CONTEMPORARY/Billie Holiday/Complete Billie Holiday 1945-1959 - CD05,29,1,0,1,0,mp3
CONTEMPORARY,/data/Music/CONTEMPORARY/Billie Holiday/Complete Commodore Recordings cd 2 1944,21,1,0,1,1,mp3
CONTEMPORARY,/data/Music/CONTEMPORARY/Billie Holiday/Lady Day_ The Complete Billie Holiday on Columbia (1933-1944)  cd 03,22,1,0,1,1,mp3
CONTEMPORARY,/data/Music/CONTEMPORARY/Billie Holiday/Lady Day_ The Complete Billie Holiday on Columbia (1933-1944)  cd 04,24,1,0,1,1,mp3
CONTEMPORARY,/data/Music/CONTEMPORARY/Billie Holiday/Lady Day_ The Complete Billie Holiday on Columbia (1933-1944)  cd 1,25,1,0,1,1,mp3
CONTEMPORARY,/data/Music/CONTEMPORARY/Billie Holiday/Lady Day_ The Complete Billie Holiday on Columbia (1933-1944) cd 02,23,1,0,1,1,mp3
CONTEMPORARY,/data/Music/CONTEMPORARY/Billie Holiday/Lady Day_ The Complete Billie Holiday on Columbia (1933-1944) cd 05,21,1,0,1,1,mp3
CONTEMPORARY,/data/Music/CONTEMPORARY/Billie Holiday/Lady Day_ The Complete Billie Holiday on Columbia (1933-1944) cd 06,22,1,0,1,1,mp3
CONTEMPORARY,/data/Music/CONTEMPORARY/Billie Holiday/Lady Day_ The Complete Billie Holiday on Columbia (1933-1944) cd 07,24,1,0,1,1,mp3
CONTEMPORARY,/data/Music/CONTEMPORARY/Billie Holiday/Lady Day_ The Complete Billie Holiday on Columbia (1933-1944) cd 08,22,1,0,1,1,mp3
CONTEMPORARY,/data/Music/CONTEMPORARY/Billie Holiday/Lady Day_ The Complete Billie Holiday on Columbia (1933-1944) cd 09,22,1,0,1,1,mp3
CONTEMPORARY,/data/Music/CONTEMPORARY/Billie Holiday/Lady Day_ The Complete Billie Holiday on Columbia (1933-1944) cd 10,23,1,0,1,1,mp3
CONTEMPORARY,/data/Music/CONTEMPORARY/Billie Holiday/Lady In Satin [RERLS] [REMST],17,1,1,1,1,mp3
CONTEMPORARY,/data/Music/CONTEMPORARY/Billie Holiday/Lady Jazz,1,1,0,1,1,mp3
CONTEMPORARY,/data/Music/CONTEMPORARY/Billie Holiday/On the sentimental side,14,1,1,1,0,mp3
CONTEMPORARY,/data/Music/CONTEMPORARY/Billie Holiday/Songs for Distingué Lovers,9,1,1,1,1,mp3
CONTEMPORARY,/data/Music/CONTEMPORARY/Billie Holiday/The Complete Billie Holiday 1945-1959 - CD1,24,1,0,1,1,mp3
CONTEMPORARY,/data/Music/CONTEMPORARY/Billie Holiday/The Complete Billie Holiday 1945-1959 - CD3,18,1,0,1,1,mp3
CONTEMPORARY,/data/Music/CONTEMPORARY/Billie Holiday/The Complete Billie Holiday 1945-59 - CD2,24,1,0,1,0,mp3
CONTEMPORARY,/data/Music/CONTEMPORARY/Billie Holiday/The Complete Commodore Recordings cd 1 1944,24,1,0,1,1,mp3
CONTEMPORARY,/data/Music/CONTEMPORARY/Billie Holiday/The Jazz Singer,2,1,0,1,0,mp3
CONTEMPORARY,/data/Music/CONTEMPORARY/Billie Holiday/The Lady Sings 1044-1950 CD 2,18,1,0,1,0,mp3
CONTEMPORARY,/data/Music/CONTEMPORARY/Billie Holiday/The Lady Sings 1944 - 1950 (1),17,1,0,1,0,mp3
CONTEMPORARY,/data/Music/CONTEMPORARY/Billie Holiday/The Lady Sings 1944-1950 Cd 1,1,1,0,1,0,mp3
CONTEMPORARY,/data/Music/CONTEMPORARY/Billie Holiday/Unknown Album,5,2,0,0,1,mp3
CONTEMPORARY,/data/Music/CONTEMPORARY/Billie Holiday/Verve  Jazz Masters,12,1,1,1,1,mp3
CONTEMPORARY,/data/Music/CONTEMPORARY/Billie Myers/Unknown Album,2,1,0,0,1,mp3
CONTEMPORARY,/data/Music/CONTEMPORARY/Birdy,14,1,1,1,1,m4a
CONTEMPORARY,/data/Music/CONTEMPORARY/Björk - Medúlla,12,1,1,1,1,mp3
CONTEMPORARY,/data/Music/CONTEMPORARY/Black Eyed Peas,1,1,0,1,1,mp3
CONTEMPORARY,/data/Music/CONTEMPORARY/Black Eyed Peas/Best Of Black 04 CD 2,1,1,0,1,0,mp3
CONTEMPORARY,/data/Music/CONTEMPORARY/Black Eyed Peas/Billboard Top 100 Hits Of 2003,1,1,0,1,1,mp3
CONTEMPORARY,/data/Music/CONTEMPORARY/Black Eyed Peas/Billboard Top 100 of 2004,2,1,0,1,1,mp3
CONTEMPORARY,/data/Music/CONTEMPORARY/Black Eyed Peas/Bridging The Gap,14,1,0,1,1,m4a
CONTEMPORARY,/data/Music/CONTEMPORARY/Black Eyed Peas/Elephunk,18,1,1,1,2,mp3
CONTEMPORARY,/data/Music/CONTEMPORARY/Black Eyed Peas/Hip Hop Don't Stop [Disc 3],1,1,0,1,1,mp3
CONTEMPORARY,/data/Music/CONTEMPORARY/Black Eyed Peas/Monkey Business,34,2,1,1,2,"m4a,mp3"
CONTEMPORARY,/data/Music/CONTEMPORARY/Black Eyed Peas/The E.N.D. (The Energy Never Dies) [Bonu,1,1,1,1,1,m4a
CONTEMPORARY,/data/Music/CONTEMPORARY/Black Eyed Peas/The E.N.D_,19,1,0,1,1,"m4a,mp3"
CONTEMPORARY,/data/Music/CONTEMPORARY/Black Eyed Peas/Unknown Album,8,3,0,0,1,mp3
CONTEMPORARY,/data/Music/CONTEMPORARY/Black Eyed Peas/Where is the Love-(Promo CDS),1,1,0,1,0,mp3
CONTEMPORARY,/data/Music/CONTEMPORARY/Bliss/Summer Chill Classics [Disc 2],1,1,0,1,1,m4a
CONTEMPORARY,/data/Music/CONTEMPORARY/Blondie/The Best of Blondie,14,1,1,1,1,mp3
CONTEMPORARY,/data/Music/CONTEMPORARY/Blue Foundation/Sweep of Days,1,1,1,1,1,m4a
CONTEMPORARY,/data/Music/CONTEMPORARY/Blur/13,2,1,0,1,1,"m4a,mp3"
CONTEMPORARY,/data/Music/CONTEMPORARY/Blur/Beetlebum [Disc 2],4,1,0,1,1,m4a
CONTEMPORARY,/data/Music/CONTEMPORARY/Blur/Blur,15,1,1,1,1,mp3
CONTEMPORARY,/data/Music/CONTEMPORARY/Blur/Now 42,1,1,0,1,1,mp3
CONTEMPORARY,/data/Music/CONTEMPORARY/Blur/Now 43,1,1,0,1,1,mp3
CONTEMPORARY,/data/Music/CONTEMPORARY/Blur/Now That What I Call Music 36,1,1,0,1,1,mp3
CONTEMPORARY,/data/Music/CONTEMPORARY/Blur/Parklife,14,1,0,1,1,mp3
CONTEMPORARY,/data/Music/CONTEMPORARY/Blur/Think Tank,1,1,0,1,1,m4a
CONTEMPORARY,/data/Music/CONTEMPORARY/Blur/Unknown Album,1,1,0,0,1,mp3
CONTEMPORARY,/data/Music/CONTEMPORARY/Boards Of Canada/Geogaddi,21,1,0,1,1,m4a
CONTEMPORARY,/data/Music/CONTEMPORARY/Bob Dylan/Best Of,5,1,1,1,1,mp3
CONTEMPORARY,/data/Music/CONTEMPORARY/Bob Dylan/Desire,9,1,0,1,1,m4a
CONTEMPORARY,/data/Music/CONTEMPORARY/Bob Dylan/Dylan,18,1,0,1,1,m4a
CONTEMPORARY,/data/Music/CONTEMPORARY/Bob Dylan/Forrest Gump (Disc 1),1,1,0,1,1,mp3
CONTEMPORARY,/data/Music/CONTEMPORARY/Bob Dylan/Highway 61 Revisited,9,1,0,1,1,mp3
CONTEMPORARY,/data/Music/CONTEMPORARY/Bob Dylan/Modern Times,10,1,0,1,1,m4a
CONTEMPORARY,/data/Music/CONTEMPORARY/Bob Dylan/Oh Mercy,10,1,0,1,1,mp3
CONTEMPORARY,/data/Music/CONTEMPORARY/Bob Dylan/Pat Garret &amp;amp; Billy The,1,1,0,1,1,mp3
CONTEMPORARY,/data/Music/CONTEMPORARY/Bob Dylan/Self Portrait,1,1,0,1,1,mp3
CONTEMPORARY,/data/Music/CONTEMPORARY/Bob Dylan/The Best of Bob Dylan [Sony_BMG 2005],1,1,1,1,1,mp3
CONTEMPORARY,/data/Music/CONTEMPORARY/Bob Dylan/Unknown Album,15,1,0,0,3,mp3
CONTEMPORARY,/data/Music/CONTEMPORARY/Bob Marley & The Wailers/African Herbsman,12,2,2,1,3,mp3
CONTEMPORARY,/data/Music/CONTEMPORARY/Bob Marley & The Wailers/Antologia,19,2,1,1,1,mp3
CONTEMPORARY,/data/Music/CONTEMPORARY/Bob Marley & The Wailers/Babylon By Bus,11,2,2,1,1,mp3
CONTEMPORARY,/data/Music/CONTEMPORARY/Bob Marley & The Wailers/Best Of The Wailers,18,1,1,2,2,mp3
CONTEMPORARY,/data/Music/CONTEMPORARY/Bob Marley & The Wailers/Bob Marley,1,1,1,1,0,mp3
CONTEMPORARY,/data/Music/CONTEMPORARY/Bob Marley & The Wailers/Burnin',27,3,1,1,2,"m4a,mp3"
CONTEMPORARY,/data/Music/CONTEMPORARY/Bob Marley & The Wailers/Catch a Fire,5,1,1,2,1,mp3
CONTEMPORARY,/data/Music/CONTEMPORARY/Bob Marley & The Wailers/Chant Down Babylon,15,15,1,1,1,mp3
CONTEMPORARY,/data/Music/CONTEMPORARY/Bob Marley & The Wailers/Confrontation,27,2,1,1,2,"m4a,mp3"
CONTEMPORARY,/data/Music/CONTEMPORARY/Bob Marley & The Wailers/Dreams Of Freedom,13,1,1,1,1,mp3
CONTEMPORARY,/data/Music/CONTEMPORARY/Bob Marley & The Wailers/Exodus,13,3,1,1,1,"m4a,mp3"
CONTEMPORARY,/data/Music/CONTEMPORARY/Bob Marley & The Wailers/Grooving Kingston 12 (JAD Masters 1970-72),3,1,1,1,1,mp3
CONTEMPORARY,/data/Music/CONTEMPORARY/Bob Marley & The Wailers/Jehst Mix,1,1,1,1,1,mp3
CONTEMPORARY,/data/Music/CONTEMPORARY/Bob Marley & The Wailers/Kaya,9,2,2,1,1,mp3
CONTEMPORARY,/data/Music/CONTEMPORARY/Bob Marley & The Wailers/Keep On Skanking,9,1,1,1,1,mp3
CONTEMPORARY,/data/Music/CONTEMPORARY/Bob Marley & The Wailers/Legend,31,3,2,1,9,"m4a,mp3"
CONTEMPORARY,/data/Music/CONTEMPORARY/Bob Marley & The Wailers/Legend - Deluxe Edition (Disc 1_ Legend Remastered),4,1,0,1,1,mp3
CONTEMPORARY,/data/Music/CONTEMPORARY/Bob Marley & The Wailers/Legend Disc 1,4,1,1,1,1,mp3
CONTEMPORARY,/data/Music/CONTEMPORARY/Bob Marley & The Wailers/Legend Remastered [Disc 1],16,1,0,1,1,m4a
CONTEMPORARY,/data/Music/CONTEMPORARY/Bob Marley & The Wailers/Legend _ the best of Bob Marley and the Wailers - Remixed (Disc 2),13,1,0,1,0,m4a
CONTEMPORARY,/data/Music/CONTEMPORARY/Bob Marley & The Wailers/Live At Rockpalast,12,1,0,1,1,mp3
CONTEMPORARY,/data/Music/CONTEMPORARY/Bob Marley & The Wailers/Live At The Lyceum,7,1,1,1,1,mp3
CONTEMPORARY,/data/Music/CONTEMPORARY/Bob Marley & The Wailers/Live Jam,7,1,0,1,1,mp3
CONTEMPORARY,/data/Music/CONTEMPORARY/Bob Marley & The Wailers/Live at the Lyceum in London,2,1,1,1,1,mp3
CONTEMPORARY,/data/Music/CONTEMPORARY/Bob Marley & The Wailers/Live!,5,1,0,1,0,mp3
CONTEMPORARY,/data/Music/CONTEMPORARY/Bob Marley & The Wailers/Live! [Remaster],8,1,0,1,1,mp3
CONTEMPORARY,/data/Music/CONTEMPORARY/Bob Marley & The Wailers/Most Famous Hits [Disc 1],1,1,1,1,0,mp3
CONTEMPORARY,/data/Music/CONTEMPORARY/Bob Marley & The Wailers/Natty Dread,9,2,1,1,2,mp3
CONTEMPORARY,/data/Music/CONTEMPORARY/Bob Marley & The Wailers/Natural Mystic,10,1,2,4,1,mp3
CONTEMPORARY,/data/Music/CONTEMPORARY/Bob Marley & The Wailers/One Love Peace Concert,5,1,0,1,1,mp3
CONTEMPORARY,/data/Music/CONTEMPORARY/Bob Marley & The Wailers/One Love-The Very Best of Bob Marley & the Wailers,14,1,1,3,4,mp3
CONTEMPORARY,/data/Music/CONTEMPORARY/Bob Marley & The Wailers/Planet Reggae,1,1,0,1,1,mp3
CONTEMPORARY,/data/Music/CONTEMPORARY/Bob Marley & The Wailers/Pure Reggae,2,1,0,1,1,mp3
CONTEMPORARY,/data/Music/CONTEMPORARY/Bob Marley & The Wailers/Rastaman Vibration,13,3,1,1,1,mp3
CONTEMPORARY,/data/Music/CONTEMPORARY/Bob Marley & The Wailers/Rebel Music,17,2,1,1,2,mp3
CONTEMPORARY,/data/Music/CONTEMPORARY/Bob Marley & The Wailers/Rebel Music (New Packaging),2,1,1,1,1,mp3
CONTEMPORARY,/data/Music/CONTEMPORARY/Bob Marley & The Wailers/Remixed and Unmixed,29,1,0,1,1,mp3
CONTEMPORARY,"/data/Music/CONTEMPORARY/Bob Marley & The Wailers/Rock To The Rock_ The Complete Bob Marley & The Wailers 1967-1972, Vol.1",16,3,1,2,1,mp3
CONTEMPORARY,/data/Music/CONTEMPORARY/Bob Marley & The Wailers/Satisfy My Soul,20,1,1,1,1,mp3
CONTEMPORARY,/data/Music/CONTEMPORARY/Bob Marley & The Wailers/Selassie is the Chapel,17,1,0,1,0,mp3
CONTEMPORARY,/data/Music/CONTEMPORARY/Bob Marley & The Wailers/Songs Of Freedom,74,1,1,5,2,mp3
CONTEMPORARY,/data/Music/CONTEMPORARY/Bob Marley & The Wailers/Stanley Theatre Pittsburgh 9-23-80,1,1,1,1,0,mp3
CONTEMPORARY,/data/Music/CONTEMPORARY/Bob Marley & The Wailers/Survival,18,3,0,1,1,mp3
CONTEMPORARY,/data/Music/CONTEMPORARY/Bob Marley & The Wailers/Talking Blues,4,1,0,1,1,mp3
CONTEMPORARY,/data/Music/CONTEMPORARY/Bob Marley & The Wailers/Unknown Album,15,3,0,0,2,mp3
CONTEMPORARY,/data/Music/CONTEMPORARY/Bob Marley & The Wailers/Uprising,8,1,0,1,0,mp3
CONTEMPORARY,/data/Music/CONTEMPORARY/Bob Marley & The Wailers/Wonderman Years (Disc 1),2,1,0,1,1,mp3
CONTEMPORARY,/data/Music/CONTEMPORARY/Bob Marley & The Wailers/no title,1,1,0,1,1,mp3
CONTEMPORARY,/data/Music/CONTEMPORARY/Bob Marley & The Wailers/single remix,1,1,0,1,1,mp3
CONTEMPORARY,/data/Music/CONTEMPORARY/Bob Marley - Legend (The Definitive Remasters),16,1,1,1,1,mp3
CONTEMPORARY,/data/Music/CONTEMPORARY/Bob Seger & The Silver Bullet Band/Billboard Top 100 of 1977,1,1,0,1,1,mp3
CONTEMPORARY,/data/Music/CONTEMPORARY/Bob Seger & The Silver Bullet Band/Billboard Top 100 of 1978,2,1,0,1,1,mp3
CONTEMPORARY,/data/Music/CONTEMPORARY/Bob Seger & The Silver Bullet Band/Billboard Top 100 of 1979,1,1,0,1,1,mp3
CONTEMPORARY,/data/Music/CONTEMPORARY/Bob Seger & The Silver Bullet Band/Billboard Top 100 of 1980,2,1,0,1,1,mp3
CONTEMPORARY,/data/Music/CONTEMPORARY/Bob Seger & The Silver Bullet Band/Billboard Top 100 of 1983,1,1,0,1,1,mp3
CONTEMPORARY,/data/Music/CONTEMPORARY/Bob Seger & The Silver Bullet Band/Billboard Top 100 of 1987,1,1,0,1,1,mp3
CONTEMPORARY,/data/Music/CONTEMPORARY/Bob Seger & The Silver Bullet Band/Forrest Gump [Disc 2],1,1,0,1,1,mp3
CONTEMPORARY,/data/Music/CONTEMPORARY/Bob Seger & The Silver Bullet Band/Greatest Hits,27,1,0,1,9,"m4a,mp3"
CONTEMPORARY,/data/Music/CONTEMPORARY/Bob Seger & The Silver Bullet Band/Live Bullet,1,0,0,0,0,mp3
CONTEMPORARY,/data/Music/CONTEMPORARY/Bob Seger & The Silver Bullet Band/Night Moves,1,1,1,1,1,mp3
CONTEMPORARY,/data/Music/CONTEMPORARY/Bob Seger System/Unknown Album,1,1,0,0,1,mp3
CONTEMPORARY,/data/Music/CONTEMPORARY/Bob Sinclair/Bob Sinclair,1,1,0,1,1,mp3
CONTEMPORARY,/data/Music/CONTEMPORARY/Bob Sinclair/Born in 69,12,1,1,1,1,mp3
CONTEMPORARY,/data/Music/CONTEMPORARY/Bob Sinclair/Saturday Night Club Classics,1,1,1,1,1,mp3
CONTEMPORARY,/data/Music/CONTEMPORARY/Bob Sinclair/Unknown Album,9,4,0,0,1,"m4a,mp3"
CONTEMPORARY,/data/Music/CONTEMPORARY/Bon Jovi/Billboard Top 100 of 1986,1,1,0,1,1,mp3
CONTEMPORARY,/data/Music/CONTEMPORARY/Bon Jovi/Billboard Top 100 of 1987,2,1,0,1,1,mp3
CONTEMPORARY,/data/Music/CONTEMPORARY/Bon Jovi/Billboard Top 100 of 1988,1,1,0,1,1,mp3
CONTEMPORARY,/data/Music/CONTEMPORARY/Bon Jovi/Billboard Top 100 of 1989,3,1,0,1,1,mp3
CONTEMPORARY,/data/Music/CONTEMPORARY/Bon Jovi/Crossroad,1,1,0,1,0,mp3
CONTEMPORARY,/data/Music/CONTEMPORARY/Bon Jovi/Have a Nice Day,25,1,0,2,1,m4a
CONTEMPORARY,/data/Music/CONTEMPORARY/Bon Jovi/Unknown Album,11,1,0,0,3,mp3
CONTEMPORARY,/data/Music/CONTEMPORARY/Bond/Bond,1,1,1,1,0,mp3
CONTEMPORARY,/data/Music/CONTEMPORARY/Bond/Born,13,1,1,1,1,mp3
CONTEMPORARY,/data/Music/CONTEMPORARY/Bond/Shine,14,1,1,1,0,mp3
CONTEMPORARY,/data/Music/CONTEMPORARY/Bond/The Classical Album 2005 (Disc 2),1,1,1,1,0,mp3
CONTEMPORARY,/data/Music/CONTEMPORARY/Boney M - The Best of,17,1,1,1,1,mp3
CONTEMPORARY,/data/Music/CONTEMPORARY/Bonnie Tyler/1983,1,1,0,1,1,mp3
CONTEMPORARY,/data/Music/CONTEMPORARY/Bonnie Tyler/Billboard Top 100 of 1978,2,1,0,1,1,mp3
CONTEMPORARY,/data/Music/CONTEMPORARY/Bonnie Tyler/Billboard Top 100 of 1983,2,1,0,1,1,mp3
CONTEMPORARY,/data/Music/CONTEMPORARY/Bonnie Tyler/Faster Than The Speed of Night,1,1,0,1,0,mp3
CONTEMPORARY,/data/Music/CONTEMPORARY/Bonnie Tyler/Unknown Album,4,1,0,0,0,mp3
CONTEMPORARY,/data/Music/CONTEMPORARY/Boston,8,1,1,1,1,mp3
CONTEMPORARY,/data/Music/CONTEMPORARY/Bourvil/Guinguette,1,1,0,1,0,mp3
CONTEMPORARY,/data/Music/CONTEMPORARY/Bourvil/Unknown Album,1,1,0,1,0,mp3
CONTEMPORARY,/data/Music/CONTEMPORARY/Brad Fiedel - The Terminator,11,1,1,1,1,mp3
CONTEMPORARY,/data/Music/CONTEMPORARY/Brazilian Girls/New York City,11,1,1,1,1,mp3
CONTEMPORARY,/data/Music/CONTEMPORARY/Brazilian Girls/Talk to La Bomb,10,1,1,1,2,mp3
CONTEMPORARY,/data/Music/CONTEMPORARY/Brian Eno/Another Green World,1,1,1,1,1,m4a
CONTEMPORARY,/data/Music/CONTEMPORARY/Brigitte Bardot - The Best of Bardot,20,2,1,1,1,mp3
CONTEMPORARY,/data/Music/CONTEMPORARY/Britney Spears Vs Michael Jackson/Unknown Album,1,1,0,0,1,mp3
CONTEMPORARY,/data/Music/CONTEMPORARY/Britney Spears/BBTop100,2,1,0,1,1,mp3
CONTEMPORARY,/data/Music/CONTEMPORARY/Britney Spears/Billboard Top 100 of 2004,2,1,0,1,1,mp3
CONTEMPORARY,/data/Music/CONTEMPORARY/Britney Spears/Now53 CD1,1,1,0,1,0,mp3
CONTEMPORARY,/data/Music/CONTEMPORARY/Britney Spears/Unknown Album,6,1,1,0,2,mp3
CONTEMPORARY,/data/Music/CONTEMPORARY/Bros/1988,1,1,0,1,1,mp3
CONTEMPORARY,/data/Music/CONTEMPORARY/Brotherhood Of Man/Unknown Album,2,1,0,0,1,mp3
CONTEMPORARY,/data/Music/CONTEMPORARY/Bruce Springsteen/1980,1,1,0,1,1,mp3
CONTEMPORARY,/data/Music/CONTEMPORARY/Bruce Springsteen/1985,1,1,0,1,1,mp3
CONTEMPORARY,/data/Music/CONTEMPORARY/Bruce Springsteen/1987,1,1,0,1,1,mp3
CONTEMPORARY,/data/Music/CONTEMPORARY/Bruce Springsteen/1988,1,1,0,1,1,mp3
CONTEMPORARY,/data/Music/CONTEMPORARY/Bruce Springsteen/Billboard Top 100 of 1981,1,1,0,1,1,mp3
CONTEMPORARY,/data/Music/CONTEMPORARY/Bruce Springsteen/Billboard Top 100 of 1984,2,1,0,1,1,mp3
CONTEMPORARY,/data/Music/CONTEMPORARY/Bruce Springsteen/Billboard Top 100 of 1985,3,1,0,1,1,mp3
CONTEMPORARY,/data/Music/CONTEMPORARY/Bruce Springsteen/Billboard Top 100 of 1987,1,1,0,1,1,mp3
CONTEMPORARY,/data/Music/CONTEMPORARY/Bruce Springsteen/Born In The U.S.A_,6,1,1,2,2,mp3
CONTEMPORARY,/data/Music/CONTEMPORARY/Bruce Springsteen/Bruce Springsten Live 1975-85 (Disc 1),13,1,0,1,1,mp3
CONTEMPORARY,/data/Music/CONTEMPORARY/Bruce Springsteen/Devils & Dust,12,1,0,1,1,mp3
CONTEMPORARY,/data/Music/CONTEMPORARY/Bruce Springsteen/Live 1975-1985 [Disc 2],14,1,0,1,1,mp3
CONTEMPORARY,/data/Music/CONTEMPORARY/Bruce Springsteen/Live 1975-1985 [Disc 3],13,1,0,1,1,mp3
CONTEMPORARY,/data/Music/CONTEMPORARY/Bruce Springsteen/Live in New York City CD1,1,1,0,1,1,mp3
CONTEMPORARY,/data/Music/CONTEMPORARY/Bruce Springsteen/The Essential Bruce Springsteen 1,15,1,0,1,0,m4a
CONTEMPORARY,/data/Music/CONTEMPORARY/Bruce Springsteen/The Ghost Of Tom Joad,12,1,0,1,1,m4a
CONTEMPORARY,/data/Music/CONTEMPORARY/Bruce Springsteen/The Rising,15,1,0,1,1,mp3
CONTEMPORARY,/data/Music/CONTEMPORARY/Bruce Springsteen/Tunnel Of Love,13,1,1,1,1,mp3
CONTEMPORARY,/data/Music/CONTEMPORARY/Bruce Springsteen/Unknown Album,3,1,0,0,2,mp3
CONTEMPORARY,/data/Music/CONTEMPORARY/Bruce Springsteen/We Shall Overcome_ The Seeger Sessions,1,1,0,1,1,mp3
CONTEMPORARY,/data/Music/CONTEMPORARY/Bruce Springteen/Born In The U.S.A_,3,1,0,1,1,mp3
CONTEMPORARY,/data/Music/CONTEMPORARY/Bruce Springteen/Born To Run,1,1,0,1,1,mp3
CONTEMPORARY,/data/Music/CONTEMPORARY/Bruce Springteen/Darkness On The Edge Of Town,1,1,0,1,1,mp3
CONTEMPORARY,/data/Music/CONTEMPORARY/Bruce Springteen/Human Touch,1,1,0,1,1,mp3
CONTEMPORARY,/data/Music/CONTEMPORARY/Bruce Springteen/Lucky Town,1,1,0,1,1,mp3
CONTEMPORARY,/data/Music/CONTEMPORARY/Bruce Springteen/Nebraska,1,1,0,1,1,mp3
CONTEMPORARY,/data/Music/CONTEMPORARY/Bruce Springteen/The River,1,1,0,1,1,mp3
CONTEMPORARY,/data/Music/CONTEMPORARY/Bruce Springteen/Tunnel Of Love,1,1,0,1,1,mp3
CONTEMPORARY,/data/Music/CONTEMPORARY/Bruce Willis/Billboard Top 100 of 1987,1,1,0,1,1,mp3
CONTEMPORARY,/data/Music/CONTEMPORARY/Bruce Willis/The Return Of Bruno,1,1,0,1,0,mp3
CONTEMPORARY,/data/Music/CONTEMPORARY/Bruno Mars/Doo-Wops & Hooligans,9,1,0,1,1,mp3
CONTEMPORARY,/data/Music/CONTEMPORARY/Bruno Mars/Doo-Wops & Hooligans (Deluxe Version),2,1,1,1,1,m4a
CONTEMPORARY,/data/Music/CONTEMPORARY/Bruno Mars/It Will Rain,1,1,0,1,0,mp3
CONTEMPORARY,/data/Music/CONTEMPORARY/Bruno Mars/Unknown Album,2,1,0,0,0,mp3
CONTEMPORARY,"/data/Music/CONTEMPORARY/Bryan Adams, Sting & Rod Stewart/Unknown Album",2,1,0,0,1,mp3
CONTEMPORARY,/data/Music/CONTEMPORARY/Bryan Adams/1991 Top 100,2,1,0,1,1,mp3
CONTEMPORARY,/data/Music/CONTEMPORARY/Bryan Adams/Billboard Top 100 of 1983,2,1,0,1,1,mp3
CONTEMPORARY,/data/Music/CONTEMPORARY/Bryan Adams/Billboard Top 100 of 1985,6,1,0,1,1,mp3
CONTEMPORARY,/data/Music/CONTEMPORARY/Bryan Adams/Billboard Top 100 of 1987,2,1,0,1,1,mp3
CONTEMPORARY,/data/Music/CONTEMPORARY/Bryan Adams/MTV Unplugged [Live],13,1,0,1,1,mp3
CONTEMPORARY,/data/Music/CONTEMPORARY/Bryan Adams/Now 43,1,1,0,1,1,mp3
CONTEMPORARY,/data/Music/CONTEMPORARY/Bryan Adams/Reckless,1,1,0,1,1,mp3
CONTEMPORARY,/data/Music/CONTEMPORARY/Bryan Adams/So Far So Good,7,1,0,1,4,mp3
CONTEMPORARY,/data/Music/CONTEMPORARY/Bryan Adams/Unknown Album,5,1,0,0,2,mp3
CONTEMPORARY,/data/Music/CONTEMPORARY/Bryan Adams/Unplugged,1,1,1,1,1,mp3
CONTEMPORARY,/data/Music/CONTEMPORARY/Bryan Ferry/As Time Goes By,24,1,0,1,1,mp3
CONTEMPORARY,/data/Music/CONTEMPORARY/Bryan Ferry/Frantic,13,1,0,1,1,m4a
CONTEMPORARY,/data/Music/CONTEMPORARY/Bryan Ferry/Frantic_As Time Goes By Disc 1,13,1,0,1,1,mp3
CONTEMPORARY,/data/Music/CONTEMPORARY/Bryan Ferry/Ultimate Collection [EG],15,2,1,1,1,mp3
CONTEMPORARY,/data/Music/CONTEMPORARY/Buddy Holly/Unknown Album,1,1,0,0,0,mp3
CONTEMPORARY,/data/Music/CONTEMPORARY/Buena Vista Social Club/At Carnegie Hall,16,1,1,1,0,m4a
CONTEMPORARY,/data/Music/CONTEMPORARY/Buena Vista Social Club/BVSC,1,1,0,1,0,mp3
CONTEMPORARY,/data/Music/CONTEMPORARY/Buena Vista Social Club/Buena Vista Social Club,29,1,1,1,1,"m4a,mp3"
CONTEMPORARY,/data/Music/CONTEMPORARY/Buena Vista Social Club/Buena Vista Social Club [DVD A,12,1,0,1,1,mp3
CONTEMPORARY,/data/Music/CONTEMPORARY/Buena Vista Social Club/Cesarea Evora,1,1,0,1,1,mp3
CONTEMPORARY,/data/Music/CONTEMPORARY/Buena Vista Social Club/The Album,14,1,0,1,0,m4a
CONTEMPORARY,/data/Music/CONTEMPORARY/Buena Vista Social Club/Unknown Album,2,1,0,0,0,mp3
