library,folder,tracks,artist_count,albumartist_count,album_count,date_count,candidate_reason,existing_albumartist_state,quality_score,flags
CONTEMPORARY,/data/Music/CONTEMPORARY/Café del Mar/Cafe del Mar,14,3,0,2,2,multiple_distinct_track_artists,missing,46,multiple_artists;missing_albumartist;multiple_album_tags;multiple_dates
CONTEMPORARY,/data/Music/CONTEMPORARY/Café del Mar/Cafe Del Mar  _  Volumen Cuatr,13,2,0,1,1,multiple_distinct_track_artists,missing,69,multiple_artists;missing_albumartist
CONTEMPORARY,/data/Music/CONTEMPORARY/Café del Mar/Cafe Del Mar Dreams 4,28,28,1,2,1,multiple_distinct_track_artists,single,68,multiple_artists;multiple_album_tags
CONTEMPORARY,/data/Music/CONTEMPORARY/Café del Mar/Café Del Mar 19_ Volumen Diecinueve,13,13,0,1,1,multiple_distinct_track_artists,missing,72,multiple_artists;missing_albumartist
CONTEMPORARY,/data/Music/CONTEMPORARY/Café del Mar/Café del Mar Dreams 5,14,13,1,1,1,multiple_distinct_track_artists,single,96,multiple_artists
CONTEMPORARY,"/data/Music/CONTEMPORARY/Café del Mar/Café Del Mar Ibiza, Vol. 3",13,13,0,1,1,multiple_distinct_track_artists,missing,72,multiple_artists;missing_albumartist
CONTEMPORARY,/data/Music/CONTEMPORARY/Café del Mar/Café Del Mar Vol. 19,13,13,0,1,1,multiple_distinct_track_artists,missing,72,multiple_artists;missing_albumartist
CONTEMPORARY,/data/Music/CONTEMPORARY/Café del Mar/Café Del Mar Volumen Seis,17,2,0,1,1,multiple_distinct_track_artists,missing,69,multiple_artists;missing_albumartist
CONTEMPORARY,"/data/Music/CONTEMPORARY/Café del Mar/Café Del Mar, Vol. 10",14,14,0,1,1,multiple_distinct_track_artists,missing,71,multiple_artists;missing_albumartist
CONTEMPORARY,"/data/Music/CONTEMPORARY/Café del Mar/Café Del Mar, Vol. 11",14,14,0,1,1,multiple_distinct_track_artists,missing,71,multiple_artists;missing_albumartist
CONTEMPORARY,"/data/Music/CONTEMPORARY/Café del Mar/Café Del Mar, Vol. 12 [Disc 2]",14,14,0,1,1,multiple_distinct_track_artists,missing,71,multiple_artists;missing_albumartist
CONTEMPORARY,"/data/Music/CONTEMPORARY/Café del Mar/Café Del Mar, Vol. 15",43,42,0,3,1,multiple_distinct_track_artists,missing,54,multiple_artists;missing_albumartist;multiple_album_tags
CONTEMPORARY,"/data/Music/CONTEMPORARY/Café del Mar/Café del Mar, Vol. 18",24,24,1,1,1,multiple_distinct_track_artists,single,96,multiple_artists
CONTEMPORARY,"/data/Music/CONTEMPORARY/Café del Mar/Café Del Mar, Vol. 5",15,15,0,1,1,multiple_distinct_track_artists,missing,70,multiple_artists;missing_albumartist
CONTEMPORARY,"/data/Music/CONTEMPORARY/Café del Mar/Café Del Mar, Vol. 7",13,13,0,1,1,multiple_distinct_track_artists,missing,72,multiple_artists;missing_albumartist
CONTEMPORARY,"/data/Music/CONTEMPORARY/Café del Mar/Café Del Mar_ Ibiza, Vol. 2",13,13,0,1,2,multiple_distinct_track_artists,missing,64,multiple_artists;missing_albumartist;multiple_dates
CONTEMPORARY,/data/Music/CONTEMPORARY/Café del Mar/Café Del Mar_ Volumen Doce [Disc 1],14,14,0,1,1,multiple_distinct_track_artists,missing,71,multiple_artists;missing_albumartist
CONTEMPORARY,/data/Music/CONTEMPORARY/Café del Mar/The Best Of Cafe Del Mar [Disc 1],13,13,0,1,8,multiple_distinct_track_artists,missing,64,multiple_artists;missing_albumartist;multiple_dates
CONTEMPORARY,/data/Music/CONTEMPORARY/Café del Mar/Unknown Album,5,2,0,0,0,multiple_distinct_track_artists,missing,9,multiple_artists;missing_albumartist;missing_album_tag;missing_date;unknown_album_folder
CONTEMPORARY,/data/Music/CONTEMPORARY/Café Sputnik (Electronic Exotica from Ru,20,16,1,1,1,multiple_distinct_track_artists,single,96,multiple_artists
CONTEMPORARY,/data/Music/CONTEMPORARY/Cake/Fashion Nugget,19,2,1,2,3,multiple_distinct_track_artists,single,58,multiple_artists;multiple_album_tags;multiple_dates
CONTEMPORARY,/data/Music/CONTEMPORARY/Camila Cabello/Camila,3,2,2,2,3,multiple_distinct_track_artists,multiple,65,multiple_artists;multiple_albumartists;multiple_album_tags;multiple_dates
CONTEMPORARY,/data/Music/CONTEMPORARY/Chillin In Mykonos Vol.6,30,23,0,1,1,multiple_distinct_track_artists,missing,69,multiple_artists;missing_albumartist
CONTEMPORARY,/data/Music/CONTEMPORARY/Chillout Forever,30,30,0,3,2,multiple_distinct_track_artists,missing,46,multiple_artists;missing_albumartist;multiple_album_tags;multiple_dates
CONTEMPORARY,/data/Music/CONTEMPORARY/Chillout Ibiza,30,22,0,3,3,multiple_distinct_track_artists,missing,46,multiple_artists;missing_albumartist;multiple_album_tags;multiple_dates
CONTEMPORARY,/data/Music/CONTEMPORARY/Chillout Sessions 8 [Disc 2],19,19,0,1,1,multiple_distinct_track_artists,missing,69,multiple_artists;missing_albumartist
CONTEMPORARY,/data/Music/CONTEMPORARY/City Lounge (Berlin),15,15,0,1,7,multiple_distinct_track_artists,missing,62,multiple_artists;missing_albumartist;multiple_dates
CONTEMPORARY,/data/Music/CONTEMPORARY/City Lounge (London),15,15,0,1,6,multiple_distinct_track_artists,missing,62,multiple_artists;missing_albumartist;multiple_dates
CONTEMPORARY,/data/Music/CONTEMPORARY/City Lounge (New York),15,15,0,1,6,multiple_distinct_track_artists,missing,62,multiple_artists;missing_albumartist;multiple_dates
CONTEMPORARY,/data/Music/CONTEMPORARY/City Lounge (Paris),15,15,0,1,7,multiple_distinct_track_artists,missing,62,multiple_artists;missing_albumartist;multiple_dates
CONTEMPORARY,/data/Music/CONTEMPORARY/City Lounge 2 (Berlin),15,15,0,1,5,multiple_distinct_track_artists,missing,62,multiple_artists;missing_albumartist;multiple_dates
CONTEMPORARY,/data/Music/CONTEMPORARY/City Lounge 2 (London),15,15,0,1,7,multiple_distinct_track_artists,missing,62,multiple_artists;missing_albumartist;multiple_dates
CONTEMPORARY,/data/Music/CONTEMPORARY/City Lounge 2 (New York),15,15,0,1,5,multiple_distinct_track_artists,missing,62,multiple_artists;missing_albumartist;multiple_dates
CONTEMPORARY,/data/Music/CONTEMPORARY/City Lounge 2 (Paris),15,15,0,1,7,multiple_distinct_track_artists,missing,62,multiple_artists;missing_albumartist;multiple_dates
CONTEMPORARY,/data/Music/CONTEMPORARY/City Of Angels,14,11,0,1,6,multiple_distinct_track_artists,missing,63,multiple_artists;missing_albumartist;multiple_dates
CONTEMPORARY,/data/Music/CONTEMPORARY/Clannad/Highlands,2,2,0,2,0,multiple_distinct_track_artists,missing,61,multiple_artists;missing_albumartist;multiple_album_tags;missing_date
CONTEMPORARY,/data/Music/CONTEMPORARY/Coldplay/Unknown Album,8,2,1,0,2,multiple_distinct_track_artists,single,18,multiple_artists;missing_album_tag;multiple_dates;unknown_album_folder
CONTEMPORARY,/data/Music/CONTEMPORARY/Compilations,2,2,1,2,2,multiple_distinct_track_artists,single,73,multiple_artists;multiple_album_tags;multiple_dates
CONTEMPORARY,/data/Music/CONTEMPORARY/Compilations/1980's Hits,10,9,2,3,1,multiple_distinct_track_artists,multiple,66,multiple_artists;multiple_albumartists;multiple_album_tags
CONTEMPORARY,/data/Music/CONTEMPORARY/Compilations/Camp Rock,12,11,2,1,1,multiple_distinct_track_artists,multiple,88,multiple_artists;multiple_albumartists
CONTEMPORARY,/data/Music/CONTEMPORARY/Compilations/Comme un boomerang,2,2,1,1,2,multiple_distinct_track_artists,single,88,multiple_artists;multiple_dates
CONTEMPORARY,/data/Music/CONTEMPORARY/Compilations/Compilation,9,9,1,3,2,multiple_distinct_track_artists,single,72,multiple_artists;multiple_album_tags;multiple_dates
CONTEMPORARY,/data/Music/CONTEMPORARY/Compilations/Compilation 1,6,6,2,3,2,multiple_distinct_track_artists,multiple,59,multiple_artists;multiple_albumartists;multiple_album_tags;multiple_dates
CONTEMPORARY,/data/Music/CONTEMPORARY/Compilations/Disco Fever- The Essential Collection,34,30,3,1,1,multiple_distinct_track_artists,multiple,88,multiple_artists;multiple_albumartists
CONTEMPORARY,/data/Music/CONTEMPORARY/Compilations/Feelin' Good,15,15,6,1,1,multiple_distinct_track_artists,multiple,80,multiple_artists;multiple_albumartists
CONTEMPORARY,/data/Music/CONTEMPORARY/Compilations/Now,19,18,2,4,2,multiple_distinct_track_artists,multiple,55,multiple_artists;multiple_albumartists;multiple_album_tags;multiple_dates
CONTEMPORARY,/data/Music/CONTEMPORARY/Compilations/Pop Icons,8,8,3,1,1,multiple_distinct_track_artists,multiple,88,multiple_artists;multiple_albumartists
CONTEMPORARY,/data/Music/CONTEMPORARY/Compilations/Songbirds,14,14,2,1,0,multiple_distinct_track_artists,multiple,70,multiple_artists;multiple_albumartists;missing_date
CONTEMPORARY,/data/Music/CONTEMPORARY/Compilations/Teenage Kicks - 46 Classic Punk & New Wave Tracks,45,43,10,1,1,multiple_distinct_track_artists,multiple,88,multiple_artists;multiple_albumartists
CONTEMPORARY,/data/Music/CONTEMPORARY/Compilations/The Great Big Scottish Songbook,101,55,4,1,1,multiple_distinct_track_artists,multiple,73,multiple_artists;multiple_albumartists
CONTEMPORARY,/data/Music/CONTEMPORARY/Compilations/The Greatest Female Artists,9,9,2,1,1,multiple_distinct_track_artists,multiple,82,multiple_artists;multiple_albumartists
CONTEMPORARY,/data/Music/CONTEMPORARY/Compilations/The Sound Of The City,17,17,3,1,1,multiple_distinct_track_artists,multiple,75,multiple_artists;multiple_albumartists
CONTEMPORARY,/data/Music/CONTEMPORARY/Compilations/Ultimate 80s,40,40,14,1,1,multiple_distinct_track_artists,multiple,73,multiple_artists;multiple_albumartists
CONTEMPORARY,/data/Music/CONTEMPORARY/Compilations/Young at Heart,60,60,8,1,1,multiple_distinct_track_artists,multiple,88,multiple_artists;multiple_albumartists
CONTEMPORARY,/data/Music/CONTEMPORARY/Cosmic Chill Lounge,2,2,1,2,2,multiple_distinct_track_artists,single,73,multiple_artists;multiple_album_tags;multiple_dates
CONTEMPORARY,/data/Music/CONTEMPORARY/Crooners - 18 Classic Vocal Performances,18,18,1,1,1,multiple_distinct_track_artists,single,96,multiple_artists
CONTEMPORARY,/data/Music/CONTEMPORARY/Daft Punk/Homework,34,2,0,2,1,multiple_distinct_track_artists,missing,54,multiple_artists;missing_albumartist;multiple_album_tags
CONTEMPORARY,/data/Music/CONTEMPORARY/Daily Mail - Summer Days,11,11,1,2,1,multiple_distinct_track_artists,single,81,multiple_artists;multiple_album_tags
CONTEMPORARY,/data/Music/CONTEMPORARY/David Bowie/Unknown Album,10,2,0,0,1,multiple_distinct_track_artists,missing,14,multiple_artists;missing_albumartist;missing_album_tag;unknown_album_folder
CONTEMPORARY,/data/Music/CONTEMPORARY/De Phazz/Daily Lama,7,2,1,1,2,multiple_distinct_track_artists,single,80,multiple_artists;multiple_dates
CONTEMPORARY,/data/Music/CONTEMPORARY/De Phazz/Death By Chocolate,29,2,0,3,2,multiple_distinct_track_artists,missing,46,multiple_artists;missing_albumartist;multiple_album_tags;multiple_dates
CONTEMPORARY,/data/Music/CONTEMPORARY/De Phazz/Detunized Gravity,16,2,0,2,1,multiple_distinct_track_artists,missing,54,multiple_artists;missing_albumartist;multiple_album_tags
CONTEMPORARY,/data/Music/CONTEMPORARY/De Phazz/Godsdog,7,2,0,1,3,multiple_distinct_track_artists,missing,67,multiple_artists;missing_albumartist;multiple_dates
CONTEMPORARY,/data/Music/CONTEMPORARY/Desert Island Discs,12,12,1,12,9,multiple_distinct_track_artists,single,71,multiple_artists;multiple_album_tags;multiple_dates
CONTEMPORARY,"/data/Music/CONTEMPORARY/Deus/In A Bar, Under The Sea",16,2,0,1,1,multiple_distinct_track_artists,missing,69,multiple_artists;missing_albumartist
CONTEMPORARY,/data/Music/CONTEMPORARY/Deus/The Ideal Crash,11,2,0,1,1,multiple_distinct_track_artists,missing,69,multiple_artists;missing_albumartist
CONTEMPORARY,/data/Music/CONTEMPORARY/Deus/Unknown Album,2,2,0,0,1,multiple_distinct_track_artists,missing,24,multiple_artists;missing_albumartist;missing_album_tag;unknown_album_folder
CONTEMPORARY,/data/Music/CONTEMPORARY/Diana Ross & The Supremes/Unknown Album,6,2,0,0,2,multiple_distinct_track_artists,missing,7,multiple_artists;missing_albumartist;missing_album_tag;multiple_dates;unknown_album_folder
CONTEMPORARY,/data/Music/CONTEMPORARY/dire straits/Unknown Album,5,2,0,0,0,multiple_distinct_track_artists,missing,9,multiple_artists;missing_albumartist;missing_album_tag;missing_date;unknown_album_folder
CONTEMPORARY,/data/Music/CONTEMPORARY/Disco Kandi 2,22,22,0,2,1,multiple_distinct_track_artists,missing,54,multiple_artists;missing_albumartist;multiple_album_tags
CONTEMPORARY,"/data/Music/CONTEMPORARY/Disco Kandi, Vol. 4",23,23,0,2,4,multiple_distinct_track_artists,missing,46,multiple_artists;missing_albumartist;multiple_album_tags;multiple_dates
CONTEMPORARY,/data/Music/CONTEMPORARY/Don McLean/Unknown Album,3,3,0,0,0,multiple_distinct_track_artists,missing,14,multiple_artists;missing_albumartist;missing_album_tag;missing_date;unknown_album_folder
CONTEMPORARY,/data/Music/CONTEMPORARY/Donna Summer/Billboard Top 100 of 1979,4,2,0,1,1,multiple_distinct_track_artists,missing,81,multiple_artists;missing_albumartist
CONTEMPORARY,"/data/Music/CONTEMPORARY/Eat, Pray, Love (Original Motion Picture",13,11,1,1,9,multiple_distinct_track_artists,single,88,multiple_artists;multiple_dates
CONTEMPORARY,/data/Music/CONTEMPORARY/Eclipse,15,15,1,1,0,multiple_distinct_track_artists,single,76,multiple_artists;missing_date
CONTEMPORARY,/data/Music/CONTEMPORARY/ELO's Greatest Hits,12,2,1,2,2,multiple_distinct_track_artists,single,72,multiple_artists;multiple_album_tags;multiple_dates
CONTEMPORARY,/data/Music/CONTEMPORARY/Eminem/Unknown Album,25,2,0,0,0,multiple_distinct_track_artists,missing,9,multiple_artists;missing_albumartist;missing_album_tag;missing_date;unknown_album_folder
CONTEMPORARY,/data/Music/CONTEMPORARY/Enigma/Unknown Album,36,3,1,0,3,multiple_distinct_track_artists,single,18,multiple_artists;missing_album_tag;multiple_dates;unknown_album_folder
CONTEMPORARY,/data/Music/CONTEMPORARY/Eric Clapton/Unknown Album,78,6,0,0,3,multiple_distinct_track_artists,missing,6,multiple_artists;missing_albumartist;missing_album_tag;multiple_dates;unknown_album_folder
CONTEMPORARY,/data/Music/CONTEMPORARY/Eurythmics/Unknown Album,6,3,1,0,2,multiple_distinct_track_artists,single,18,multiple_artists;missing_album_tag;multiple_dates;unknown_album_folder
CONTEMPORARY,/data/Music/CONTEMPORARY/Fleetwood Mac/Best of the Best- Gold,15,2,1,1,1,multiple_distinct_track_artists,single,96,multiple_artists
CONTEMPORARY,/data/Music/CONTEMPORARY/Fleetwood Mac/Unknown Album,7,2,0,0,3,multiple_distinct_track_artists,missing,6,multiple_artists;missing_albumartist;missing_album_tag;multiple_dates;unknown_album_folder
CONTEMPORARY,/data/Music/CONTEMPORARY/Folk/Alma Kerr,4,4,1,3,1,multiple_distinct_track_artists,single,79,multiple_artists;multiple_album_tags
CONTEMPORARY,/data/Music/CONTEMPORARY/Folk/Beannachdan Bho Eilean Leodhais,12,10,10,1,0,multiple_distinct_track_artists,multiple,72,multiple_artists;multiple_albumartists;missing_date
CONTEMPORARY,/data/Music/CONTEMPORARY/Folk/Beannachdan Bho Eilean Leodhais/No NR,12,11,11,1,0,multiple_distinct_track_artists,multiple,72,multiple_artists;multiple_albumartists;missing_date
CONTEMPORARY,/data/Music/CONTEMPORARY/Folk/James Smith,6,3,2,4,2,multiple_distinct_track_artists,multiple,63,multiple_artists;multiple_albumartists;multiple_album_tags;multiple_dates
CONTEMPORARY,/data/Music/CONTEMPORARY/Folk/Lews Castle Concert,11,9,1,1,1,multiple_distinct_track_artists,single,96,multiple_artists
CONTEMPORARY,/data/Music/CONTEMPORARY/Folk/Stornoway Mòd 1979,2,2,0,1,1,multiple_distinct_track_artists,missing,81,multiple_artists;missing_albumartist
CONTEMPORARY,/data/Music/CONTEMPORARY/Folk/The Grand Gaelic Concert,3,2,0,1,0,multiple_distinct_track_artists,missing,74,multiple_artists;missing_albumartist;missing_date
CONTEMPORARY,/data/Music/CONTEMPORARY/Frank Sinatra/Duets,14,2,1,1,1,multiple_distinct_track_artists,single,95,multiple_artists
CONTEMPORARY,/data/Music/CONTEMPORARY/Frank Sinatra/Duets II,12,11,1,1,1,multiple_distinct_track_artists,single,96,multiple_artists
CONTEMPORARY,/data/Music/CONTEMPORARY/Frank Sinatra/The Reprise Collection (Disc 2),11,2,1,1,1,multiple_distinct_track_artists,single,96,multiple_artists
CONTEMPORARY,/data/Music/CONTEMPORARY/Frankie Goes to Hollywood/Unknown Album,3,2,0,0,0,multiple_distinct_track_artists,missing,13,multiple_artists;missing_albumartist;missing_album_tag;missing_date;unknown_album_folder
CONTEMPORARY,/data/Music/CONTEMPORARY/Gonzalez/Open Season_ Remixes & Collabs,2,2,0,1,2,multiple_distinct_track_artists,missing,75,multiple_artists;missing_albumartist;multiple_dates
CONTEMPORARY,/data/Music/CONTEMPORARY/Gotan Project/Unknown Album,2,2,0,0,0,multiple_distinct_track_artists,missing,16,multiple_artists;missing_albumartist;missing_album_tag;missing_date;unknown_album_folder
CONTEMPORARY,/data/Music/CONTEMPORARY/Guns N Roses/Appetite for Destruction,13,2,0,2,1,multiple_distinct_track_artists,missing,56,multiple_artists;missing_albumartist;multiple_album_tags
CONTEMPORARY,/data/Music/CONTEMPORARY/Guns N Roses/Billboard Top 100 of 1989,3,2,0,1,1,multiple_distinct_track_artists,missing,82,multiple_artists;missing_albumartist
CONTEMPORARY,/data/Music/CONTEMPORARY/Guns N Roses/Unknown Album,7,6,0,0,1,multiple_distinct_track_artists,missing,14,multiple_artists;missing_albumartist;missing_album_tag;unknown_album_folder
CONTEMPORARY,/data/Music/CONTEMPORARY/Hed Kandi/Hed Kandi 59 Serve Chilled_ A Return To,28,27,0,2,1,multiple_distinct_track_artists,missing,54,multiple_artists;missing_albumartist;multiple_album_tags
CONTEMPORARY,/data/Music/CONTEMPORARY/Hed Kandi/Hed Kandi Beach House,60,45,0,1,1,multiple_distinct_track_artists,missing,69,multiple_artists;missing_albumartist
CONTEMPORARY,/data/Music/CONTEMPORARY/Hed Kandi/Hed Kandi The Remix 2011,43,42,0,1,1,multiple_distinct_track_artists,missing,69,multiple_artists;missing_albumartist
CONTEMPORARY,/data/Music/CONTEMPORARY/Hed Kandi/Hed Kandi_ Beach House 04.05 [Disc 2],11,11,0,1,3,multiple_distinct_track_artists,missing,66,multiple_artists;missing_albumartist;multiple_dates
CONTEMPORARY,/data/Music/CONTEMPORARY/Hed Kandi/Hed Kandi_ The Mix - Winter 2004 [Disc 3,13,13,0,1,1,multiple_distinct_track_artists,missing,72,multiple_artists;missing_albumartist
CONTEMPORARY,/data/Music/CONTEMPORARY/Hed Kandi/Hed Kandi_ Winter Chill 06.04,32,32,0,3,4,multiple_distinct_track_artists,missing,46,multiple_artists;missing_albumartist;multiple_album_tags;multiple_dates
CONTEMPORARY,/data/Music/CONTEMPORARY/Hed Kandi/HK_ Winter 2004 [Disc 2],13,13,0,1,1,multiple_distinct_track_artists,missing,72,multiple_artists;missing_albumartist
CONTEMPORARY,/data/Music/CONTEMPORARY/House of Pain/Unknown Album,2,2,0,0,0,multiple_distinct_track_artists,missing,18,multiple_artists;missing_albumartist;missing_album_tag;missing_date;unknown_album_folder
CONTEMPORARY,/data/Music/CONTEMPORARY/Hungarian Dances,22,3,0,1,0,multiple_distinct_track_artists,missing,64,multiple_artists;missing_albumartist;missing_date
CONTEMPORARY,/data/Music/CONTEMPORARY/Hôtel Costes/Hôtel Costes 10,14,14,0,1,1,multiple_distinct_track_artists,missing,71,multiple_artists;missing_albumartist
CONTEMPORARY,/data/Music/CONTEMPORARY/Hôtel Costes/Hôtel Costes 11,17,17,0,1,1,multiple_distinct_track_artists,missing,69,multiple_artists;missing_albumartist
CONTEMPORARY,/data/Music/CONTEMPORARY/Hôtel Costes/Hôtel Costes 12,16,16,0,1,4,multiple_distinct_track_artists,missing,61,multiple_artists;missing_albumartist;multiple_dates
CONTEMPORARY,/data/Music/CONTEMPORARY/Hôtel Costes/Hôtel Costes 4,15,3,0,1,0,multiple_distinct_track_artists,missing,64,multiple_artists;missing_albumartist;missing_date
CONTEMPORARY,/data/Music/CONTEMPORARY/Hôtel Costes/Hôtel Costes 6,15,14,1,1,2,multiple_distinct_track_artists,single,75,multiple_artists;multiple_dates
CONTEMPORARY,/data/Music/CONTEMPORARY/Hôtel Costes/Hôtel Costes 9,16,16,0,1,1,multiple_distinct_track_artists,missing,69,multiple_artists;missing_albumartist
CONTEMPORARY,"/data/Music/CONTEMPORARY/Hôtel Costes/Hôtel Costes, Vol. 7",16,16,1,1,2,multiple_distinct_track_artists,single,88,multiple_artists;multiple_dates
CONTEMPORARY,/data/Music/CONTEMPORARY/Ice Cube/Unknown Album,2,2,0,0,1,multiple_distinct_track_artists,missing,25,multiple_artists;missing_albumartist;missing_album_tag;unknown_album_folder
CONTEMPORARY,/data/Music/CONTEMPORARY/Iggy & The Stooges/Unknown Album,3,3,0,0,0,multiple_distinct_track_artists,missing,13,multiple_artists;missing_albumartist;missing_album_tag;missing_date;unknown_album_folder
CONTEMPORARY,/data/Music/CONTEMPORARY/Jackie Brown,17,14,0,1,11,multiple_distinct_track_artists,missing,61,multiple_artists;missing_albumartist;multiple_dates
CONTEMPORARY,/data/Music/CONTEMPORARY/JAY-Z/Billboard Top 100 Hits Of 2003,2,2,0,1,1,multiple_distinct_track_artists,missing,83,multiple_artists;missing_albumartist
CONTEMPORARY,/data/Music/CONTEMPORARY/JAY-Z/Reasonable Doubt,15,7,0,1,1,multiple_distinct_track_artists,missing,70,multiple_artists;missing_albumartist
CONTEMPORARY,/data/Music/CONTEMPORARY/JAY-Z/Unknown Album,4,2,0,1,1,multiple_distinct_track_artists,missing,43,multiple_artists;missing_albumartist;unknown_album_folder
CONTEMPORARY,/data/Music/CONTEMPORARY/João+Astrud Gilberto; Stan Getz/Best on Verve,13,2,1,1,2,multiple_distinct_track_artists,single,76,multiple_artists;multiple_dates
CONTEMPORARY,/data/Music/CONTEMPORARY/Justin Timberlake/FutureSex _ LoveSounds,13,6,0,1,1,multiple_distinct_track_artists,missing,72,multiple_artists;missing_albumartist
CONTEMPORARY,/data/Music/CONTEMPORARY/Justin Timberlake/Justified,14,4,0,1,1,multiple_distinct_track_artists,missing,69,multiple_artists;missing_albumartist
CONTEMPORARY,/data/Music/CONTEMPORARY/Justin Timberlake/Unknown Album,7,3,1,1,2,multiple_distinct_track_artists,single,43,multiple_artists;multiple_dates;unknown_album_folder
CONTEMPORARY,/data/Music/CONTEMPORARY/Kanye West/Late Registration,20,9,1,1,2,multiple_distinct_track_artists,single,88,multiple_artists;multiple_dates
CONTEMPORARY,/data/Music/CONTEMPORARY/Kylie Minogue - Ultimate Kylie,34,2,1,2,2,multiple_distinct_track_artists,single,73,multiple_artists;multiple_album_tags;multiple_dates
CONTEMPORARY,/data/Music/CONTEMPORARY/Kylie Minogue/Unknown Album,5,2,0,0,0,multiple_distinct_track_artists,missing,9,multiple_artists;missing_albumartist;missing_album_tag;missing_date;unknown_album_folder
CONTEMPORARY,/data/Music/CONTEMPORARY/Lady GaGa/Lady Gaga THE FAME Special Edition 2009,23,2,1,1,2,multiple_distinct_track_artists,single,88,multiple_artists;multiple_dates
CONTEMPORARY,/data/Music/CONTEMPORARY/Lady GaGa/The Fame Monster,2,2,1,2,1,multiple_distinct_track_artists,single,79,multiple_artists;multiple_album_tags
CONTEMPORARY,/data/Music/CONTEMPORARY/Lauryn Hill/Unknown Album,5,4,0,0,1,multiple_distinct_track_artists,missing,16,multiple_artists;missing_albumartist;missing_album_tag;unknown_album_folder
CONTEMPORARY,/data/Music/CONTEMPORARY/Linkin Park/Unknown Album,5,2,0,0,0,multiple_distinct_track_artists,missing,9,multiple_artists;missing_albumartist;missing_album_tag;missing_date;unknown_album_folder
CONTEMPORARY,/data/Music/CONTEMPORARY/Lisa Ekdahl_Peter Nordahl Trio/Back to Earth,11,2,1,1,1,multiple_distinct_track_artists,single,96,multiple_artists
CONTEMPORARY,/data/Music/CONTEMPORARY/Louis Armstrong/History Of Jazz 50's-90's,2,2,0,1,1,multiple_distinct_track_artists,missing,83,multiple_artists;missing_albumartist
CONTEMPORARY,/data/Music/CONTEMPORARY/Louis Armstrong/Louis Armstrong's All Time Greatest Hits,17,2,1,1,1,multiple_distinct_track_artists,single,96,multiple_artists
CONTEMPORARY,/data/Music/CONTEMPORARY/Louis Armstrong/More Greatest Hits,18,4,1,1,1,multiple_distinct_track_artists,single,96,multiple_artists
CONTEMPORARY,/data/Music/CONTEMPORARY/Louis Armstrong/Unknown Album,7,3,0,0,1,multiple_distinct_track_artists,missing,14,multiple_artists;missing_albumartist;missing_album_tag;unknown_album_folder
CONTEMPORARY,/data/Music/CONTEMPORARY/Lounge Classics,15,15,0,1,5,multiple_distinct_track_artists,missing,62,multiple_artists;missing_albumartist;multiple_dates
CONTEMPORARY,/data/Music/CONTEMPORARY/Mamas and the Papas/Unknown Album,4,2,0,0,2,multiple_distinct_track_artists,missing,12,multiple_artists;missing_albumartist;missing_album_tag;multiple_dates;unknown_album_folder
CONTEMPORARY,/data/Music/CONTEMPORARY/Mamma Mia!,17,12,0,1,1,multiple_distinct_track_artists,missing,69,multiple_artists;missing_albumartist
CONTEMPORARY,/data/Music/CONTEMPORARY/Manu Chao/Clandestino,23,2,1,1,1,multiple_distinct_track_artists,single,81,multiple_artists
CONTEMPORARY,/data/Music/CONTEMPORARY/Manu Chao/Unknown Album,3,2,0,0,0,multiple_distinct_track_artists,missing,11,multiple_artists;missing_albumartist;missing_album_tag;missing_date;unknown_album_folder
CONTEMPORARY,/data/Music/CONTEMPORARY/Mary J Blige/Unknown Album,5,2,1,0,2,multiple_distinct_track_artists,single,22,multiple_artists;missing_album_tag;multiple_dates;unknown_album_folder
CONTEMPORARY,/data/Music/CONTEMPORARY/Massive Attack/Unknown Album,10,3,0,0,1,multiple_distinct_track_artists,missing,14,multiple_artists;missing_albumartist;missing_album_tag;unknown_album_folder
CONTEMPORARY,/data/Music/CONTEMPORARY/Michael Bublé/Call Me Irresponsible,13,3,0,1,1,multiple_distinct_track_artists,missing,72,multiple_artists;missing_albumartist
CONTEMPORARY,/data/Music/CONTEMPORARY/Michael Jackson/Number Ones,6,2,1,1,1,multiple_distinct_track_artists,single,96,multiple_artists
CONTEMPORARY,/data/Music/CONTEMPORARY/Michael Jackson/Unknown Album,102,2,0,0,5,multiple_distinct_track_artists,missing,6,multiple_artists;missing_albumartist;missing_album_tag;multiple_dates;unknown_album_folder
CONTEMPORARY,/data/Music/CONTEMPORARY/Midge Ure - If I Was,16,5,2,1,1,multiple_distinct_track_artists,multiple,88,multiple_artists;multiple_albumartists
CONTEMPORARY,/data/Music/CONTEMPORARY/Mika/Life In Cartoon Motion,21,2,1,1,2,multiple_distinct_track_artists,single,73,multiple_artists;multiple_dates
CONTEMPORARY,/data/Music/CONTEMPORARY/Miles Davis/At Last,5,2,1,1,1,multiple_distinct_track_artists,single,96,multiple_artists
CONTEMPORARY,/data/Music/CONTEMPORARY/Miles Davis/Unknown Album,4,3,0,0,0,multiple_distinct_track_artists,missing,10,multiple_artists;missing_albumartist;missing_album_tag;missing_date;unknown_album_folder
CONTEMPORARY,/data/Music/CONTEMPORARY/Million Sellers (The Fifties) Volume 03,18,18,0,1,1,multiple_distinct_track_artists,missing,69,multiple_artists;missing_albumartist
