library,folder,tracks,artist_count,albumartist_count,album_count,date_count,candidate_reason,existing_albumartist_state,quality_score,flags
CONTEMPORARY,/data/Music/CONTEMPORARY/MInistry of sound/Unknown Album,2,2,0,0,0,multiple_distinct_track_artists,missing,17,multiple_artists;missing_albumartist;missing_album_tag;missing_date;unknown_album_folder
CONTEMPORARY,/data/Music/CONTEMPORARY/Morcheeba/Charango,24,4,0,1,1,multiple_distinct_track_artists,missing,69,multiple_artists;missing_albumartist
CONTEMPORARY,/data/Music/CONTEMPORARY/Motown - The Hits Collection Volume 1,14,13,1,2,1,multiple_distinct_track_artists,single,81,multiple_artists;multiple_album_tags
CONTEMPORARY,/data/Music/CONTEMPORARY/NarcoTango,12,2,0,1,1,multiple_distinct_track_artists,missing,73,multiple_artists;missing_albumartist
CONTEMPORARY,/data/Music/CONTEMPORARY/Nat King Cole - Legends,19,4,1,1,0,multiple_distinct_track_artists,single,76,multiple_artists;missing_date
CONTEMPORARY,/data/Music/CONTEMPORARY/Nelly Furtado/Unknown Album,5,2,1,1,3,multiple_distinct_track_artists,single,46,multiple_artists;multiple_dates;unknown_album_folder
CONTEMPORARY,/data/Music/CONTEMPORARY/New (2014.06-),59,46,42,50,20,multiple_distinct_track_artists,multiple,50,multiple_artists;multiple_albumartists;multiple_album_tags;multiple_dates
CONTEMPORARY,/data/Music/CONTEMPORARY/Nick Nicely/Secret Life of Chance,3,2,1,1,1,multiple_distinct_track_artists,single,96,multiple_artists
CONTEMPORARY,/data/Music/CONTEMPORARY/Nightmares On Wax/Carboot Soul,7,2,1,1,2,multiple_distinct_track_artists,single,82,multiple_artists;multiple_dates
CONTEMPORARY,/data/Music/CONTEMPORARY/Nightmares On Wax/in a space outta sound,36,3,0,3,1,multiple_distinct_track_artists,missing,54,multiple_artists;missing_albumartist;multiple_album_tags
CONTEMPORARY,/data/Music/CONTEMPORARY/Noir Désir/Unknown Album,6,3,0,2,2,multiple_distinct_track_artists,missing,16,multiple_artists;missing_albumartist;multiple_album_tags;multiple_dates;unknown_album_folder
CONTEMPORARY,/data/Music/CONTEMPORARY/Nu Cool 2007,26,26,0,2,7,multiple_distinct_track_artists,missing,46,multiple_artists;missing_albumartist;multiple_album_tags;multiple_dates
CONTEMPORARY,/data/Music/CONTEMPORARY/Nu Cool HK 55,30,30,0,2,7,multiple_distinct_track_artists,missing,46,multiple_artists;missing_albumartist;multiple_album_tags;multiple_dates
CONTEMPORARY,/data/Music/CONTEMPORARY/Omd/Unknown Album,3,2,0,0,0,multiple_distinct_track_artists,missing,13,multiple_artists;missing_albumartist;missing_album_tag;missing_date;unknown_album_folder
CONTEMPORARY,/data/Music/CONTEMPORARY/Outkast/Unknown Album,9,2,1,0,3,multiple_distinct_track_artists,single,18,multiple_artists;missing_album_tag;multiple_dates;unknown_album_folder
CONTEMPORARY,/data/Music/CONTEMPORARY/Paul McCartney/Unknown Album,4,2,0,0,2,multiple_distinct_track_artists,missing,11,multiple_artists;missing_albumartist;missing_album_tag;multiple_dates;unknown_album_folder
CONTEMPORARY,/data/Music/CONTEMPORARY/Portishead & DJ Shadow/Unknown Album,3,2,0,0,0,multiple_distinct_track_artists,missing,11,multiple_artists;missing_albumartist;missing_album_tag;missing_date;unknown_album_folder
CONTEMPORARY,/data/Music/CONTEMPORARY/Prince/Diamonds And Pearls,3,3,0,1,1,multiple_distinct_track_artists,missing,81,multiple_artists;missing_albumartist
CONTEMPORARY,/data/Music/CONTEMPORARY/Quantic/Stampede,2,2,1,2,1,multiple_distinct_track_artists,single,80,multiple_artists;multiple_album_tags
CONTEMPORARY,/data/Music/CONTEMPORARY/Quantic/Unknown Album,6,2,0,0,1,multiple_distinct_track_artists,missing,14,multiple_artists;missing_albumartist;missing_album_tag;unknown_album_folder
CONTEMPORARY,/data/Music/CONTEMPORARY/Ray Charles/Strong Love Affair,12,2,0,1,0,multiple_distinct_track_artists,missing,64,multiple_artists;missing_albumartist;missing_date
CONTEMPORARY,/data/Music/CONTEMPORARY/Ray Charles/Unknown Album,26,3,0,0,8,multiple_distinct_track_artists,missing,6,multiple_artists;missing_albumartist;missing_album_tag;multiple_dates;unknown_album_folder
CONTEMPORARY,/data/Music/CONTEMPORARY/Red Hot Chili Peppers/Unknown Album,35,2,0,0,2,multiple_distinct_track_artists,missing,6,multiple_artists;missing_albumartist;missing_album_tag;multiple_dates;unknown_album_folder
CONTEMPORARY,/data/Music/CONTEMPORARY/Rihanna/Unknown Album,10,3,0,0,0,multiple_distinct_track_artists,missing,9,multiple_artists;missing_albumartist;missing_album_tag;missing_date;unknown_album_folder
CONTEMPORARY,/data/Music/CONTEMPORARY/Robbie Williams/Swing When You're Winning,16,2,1,1,1,multiple_distinct_track_artists,single,81,multiple_artists
CONTEMPORARY,/data/Music/CONTEMPORARY/Röyksopp/Late Night Tales,19,18,1,1,14,multiple_distinct_track_artists,single,88,multiple_artists;multiple_dates
CONTEMPORARY,/data/Music/CONTEMPORARY/Serge Gainsbourg/Unknown Album,7,2,0,0,0,multiple_distinct_track_artists,missing,9,multiple_artists;missing_albumartist;missing_album_tag;missing_date;unknown_album_folder
CONTEMPORARY,/data/Music/CONTEMPORARY/Serve Chilled,27,27,0,2,5,multiple_distinct_track_artists,missing,46,multiple_artists;missing_albumartist;multiple_album_tags;multiple_dates
CONTEMPORARY,/data/Music/CONTEMPORARY/Sia/Music - Songs From and Inspired By the M,25,2,1,1,8,multiple_distinct_track_artists,single,88,multiple_artists;multiple_dates
CONTEMPORARY,/data/Music/CONTEMPORARY/Sia/Unknown Album,2,2,0,0,0,multiple_distinct_track_artists,missing,17,multiple_artists;missing_albumartist;missing_album_tag;missing_date;unknown_album_folder
CONTEMPORARY,/data/Music/CONTEMPORARY/Simon and Garfunkel/Unknown Album,16,3,0,0,4,multiple_distinct_track_artists,missing,6,multiple_artists;missing_albumartist;missing_album_tag;multiple_dates;unknown_album_folder
CONTEMPORARY,/data/Music/CONTEMPORARY/Sinéad O'Connor/Throw Down Your Arms,4,2,1,1,2,multiple_distinct_track_artists,single,84,multiple_artists;multiple_dates
CONTEMPORARY,/data/Music/CONTEMPORARY/Smashing Pumpkins/Siamese Dream,14,2,0,1,1,multiple_distinct_track_artists,missing,69,multiple_artists;missing_albumartist
CONTEMPORARY,/data/Music/CONTEMPORARY/SoundCloud,11,4,3,0,0,multiple_distinct_track_artists,multiple,43,multiple_artists;multiple_albumartists;missing_album_tag;missing_date
CONTEMPORARY,/data/Music/CONTEMPORARY/St Germain/Boulevard,16,2,1,1,2,multiple_distinct_track_artists,single,74,multiple_artists;multiple_dates
CONTEMPORARY,/data/Music/CONTEMPORARY/St Germain/Mezzotinto EP,1,2,0,2,1,multiple_distinct_track_artists,missing,69,multiple_artists;missing_albumartist;multiple_album_tags
CONTEMPORARY,/data/Music/CONTEMPORARY/St Germain/Tourist,21,2,0,1,2,multiple_distinct_track_artists,missing,61,multiple_artists;missing_albumartist;multiple_dates
CONTEMPORARY,/data/Music/CONTEMPORARY/St Germain/Tourist - Remixs,3,2,0,1,1,multiple_distinct_track_artists,missing,82,multiple_artists;missing_albumartist
CONTEMPORARY,/data/Music/CONTEMPORARY/St. Trinians (The Soundtrack),4,2,1,1,1,multiple_distinct_track_artists,single,96,multiple_artists
CONTEMPORARY,/data/Music/CONTEMPORARY/Stan Getz/Getz_Gilberto,15,5,2,1,1,multiple_distinct_track_artists,multiple,75,multiple_artists;multiple_albumartists
CONTEMPORARY,/data/Music/CONTEMPORARY/Stan Getz/History Of Jazz 50's-90's,3,3,0,1,1,multiple_distinct_track_artists,missing,82,multiple_artists;missing_albumartist
CONTEMPORARY,/data/Music/CONTEMPORARY/Stan Getz/Stan Getz and the Guitarists,25,2,1,1,1,multiple_distinct_track_artists,single,81,multiple_artists
CONTEMPORARY,/data/Music/CONTEMPORARY/Stan Getz/Unknown Album,2,2,0,0,1,multiple_distinct_track_artists,missing,24,multiple_artists;missing_albumartist;missing_album_tag;unknown_album_folder
CONTEMPORARY,"/data/Music/CONTEMPORARY/Stéphane Pompougnac/Hôtel Costes, Vol. 1 - Mixed by Stéphane",2,2,1,1,1,multiple_distinct_track_artists,single,96,multiple_artists
CONTEMPORARY,/data/Music/CONTEMPORARY/Texas,18,2,1,1,1,multiple_distinct_track_artists,single,96,multiple_artists
CONTEMPORARY,/data/Music/CONTEMPORARY/The Beatles/Abbey Road,19,2,1,1,2,multiple_distinct_track_artists,single,87,multiple_artists;multiple_dates
CONTEMPORARY,/data/Music/CONTEMPORARY/The Beatles/Help!,8,2,1,1,1,multiple_distinct_track_artists,single,95,multiple_artists
CONTEMPORARY,/data/Music/CONTEMPORARY/The Beatles/Please Please Me,11,2,1,1,1,multiple_distinct_track_artists,single,95,multiple_artists
CONTEMPORARY,/data/Music/CONTEMPORARY/The Cure/Unknown Album,11,2,0,1,0,multiple_distinct_track_artists,missing,34,multiple_artists;missing_albumartist;missing_date;unknown_album_folder
CONTEMPORARY,/data/Music/CONTEMPORARY/the doors/Unknown Album,10,2,0,0,0,multiple_distinct_track_artists,missing,9,multiple_artists;missing_albumartist;missing_album_tag;missing_date;unknown_album_folder
CONTEMPORARY,/data/Music/CONTEMPORARY/The Godfather Part III,17,7,0,1,1,multiple_distinct_track_artists,missing,69,multiple_artists;missing_albumartist
CONTEMPORARY,/data/Music/CONTEMPORARY/The Great Voices Of The Century,60,36,1,1,1,multiple_distinct_track_artists,single,96,multiple_artists
CONTEMPORARY,/data/Music/CONTEMPORARY/The Police/The Very Best of Sting & The Police,19,2,0,2,1,multiple_distinct_track_artists,missing,54,multiple_artists;missing_albumartist;multiple_album_tags
CONTEMPORARY,/data/Music/CONTEMPORARY/the quantic soul orchestra/Stampede,6,2,1,1,1,multiple_distinct_track_artists,single,95,multiple_artists
CONTEMPORARY,/data/Music/CONTEMPORARY/The Three Degrees - The Best Of,18,2,1,1,1,multiple_distinct_track_artists,single,96,multiple_artists
CONTEMPORARY,/data/Music/CONTEMPORARY/The Waterboys/The Whole Of The Moon - The Music Of,16,2,1,1,1,multiple_distinct_track_artists,single,96,multiple_artists
CONTEMPORARY,/data/Music/CONTEMPORARY/Thievery Corporation/The Cosmic Game,17,2,1,2,2,multiple_distinct_track_artists,single,58,multiple_artists;multiple_album_tags;multiple_dates
CONTEMPORARY,/data/Music/CONTEMPORARY/Tom Jones - Going for a Song - Disks 2-3,39,25,1,1,1,multiple_distinct_track_artists,single,96,multiple_artists
CONTEMPORARY,/data/Music/CONTEMPORARY/Too Chilled,14,12,0,1,1,multiple_distinct_track_artists,missing,71,multiple_artists;missing_albumartist
CONTEMPORARY,/data/Music/CONTEMPORARY/Too Chilled (Bonus Disc Mixed By Yukun),14,12,0,1,0,multiple_distinct_track_artists,missing,64,multiple_artists;missing_albumartist;missing_date
CONTEMPORARY,/data/Music/CONTEMPORARY/Twilight - New Moon/Twilight - New Moon,15,15,6,1,1,multiple_distinct_track_artists,multiple,80,multiple_artists;multiple_albumartists
CONTEMPORARY,/data/Music/CONTEMPORARY/U2/Songs of Experience (Deluxe Edition),33,2,1,1,4,multiple_distinct_track_artists,single,88,multiple_artists;multiple_dates
CONTEMPORARY,/data/Music/CONTEMPORARY/Various Artists/Billboard Hot 100,2,2,1,1,1,multiple_distinct_track_artists,single,96,multiple_artists
CONTEMPORARY,/data/Music/CONTEMPORARY/Volume 12,28,27,0,1,1,multiple_distinct_track_artists,missing,69,multiple_artists;missing_albumartist
CONTEMPORARY,/data/Music/CONTEMPORARY/We Sing. We Dance. We Steal Things_,12,3,1,1,1,multiple_distinct_track_artists,single,96,multiple_artists
CONTEMPORARY,/data/Music/CONTEMPORARY/Winter Chill 06.02 (Disc 1),15,15,0,1,1,multiple_distinct_track_artists,missing,70,multiple_artists;missing_albumartist
CONTEMPORARY,/data/Music/CONTEMPORARY/Winter Mix 2004 [Disc 1],13,13,0,1,1,multiple_distinct_track_artists,missing,72,multiple_artists;missing_albumartist
